source,target,weight,strength,source_category,target_category
energy_gpu_temp_max_celsius,energy_cpu_ram_joules,0.4399999976158142,0.4399999976158142,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3199999928474426,0.3199999928474426,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_total_joules,0.6599999666213989,0.6599999666213989,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.4799999892711639,0.4799999892711639,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.3400000035762787,0.3400000035762787,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.3199999928474426,0.3199999928474426,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.6200000047683716,0.6200000047683716,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.5999999642372131,0.5999999642372131,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.4799999892711639,0.4799999892711639,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.3199999928474426,0.3199999928474426,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.4199999868869781,0.4199999868869781,mediator,mediator
energy_gpu_util_max_percent,energy_cpu_ram_joules,0.4799999892711639,0.4799999892711639,mediator,energy
energy_gpu_util_max_percent,energy_gpu_max_watts,0.4599999785423279,0.4599999785423279,mediator,energy
energy_gpu_util_max_percent,energy_gpu_min_watts,0.4599999785423279,0.4599999785423279,mediator,energy
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.5600000023841858,0.5600000023841858,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.5600000023841858,0.5600000023841858,mediator,mediator
is_parallel,energy_cpu_ram_joules,0.6800000071525574,0.6800000071525574,mode,energy
is_parallel,energy_cpu_total_joules,0.3199999928474426,0.3199999928474426,mode,energy
is_parallel,energy_gpu_avg_watts,0.3799999952316284,0.3799999952316284,mode,energy
is_parallel,energy_gpu_max_watts,0.3599999845027923,0.3599999845027923,mode,energy
is_parallel,energy_gpu_min_watts,0.699999988079071,0.699999988079071,mode,energy
is_parallel,energy_gpu_temp_avg_celsius,0.4599999785423279,0.4599999785423279,mode,mediator
is_parallel,energy_gpu_temp_max_celsius,0.3799999952316284,0.3799999952316284,mode,mediator
is_parallel,energy_gpu_util_max_percent,0.5999999642372131,0.5999999642372131,mode,mediator
hyperparam_epochs,energy_gpu_min_watts,0.4799999892711639,0.4799999892711639,hyperparam,energy
hyperparam_epochs,energy_gpu_total_joules,0.6800000071525574,0.6800000071525574,hyperparam,energy
model_hrnet18,energy_gpu_max_watts,0.3400000035762787,0.3400000035762787,control,energy
model_hrnet18,energy_gpu_total_joules,0.5399999618530273,0.5399999618530273,control,energy
model_hrnet18,energy_gpu_temp_avg_celsius,0.3799999952316284,0.3799999952316284,control,mediator
model_pcb,energy_cpu_ram_joules,0.3199999928474426,0.3199999928474426,control,energy
model_pcb,energy_gpu_max_watts,0.4599999785423279,0.4599999785423279,control,energy
model_pcb,energy_gpu_min_watts,0.5399999618530273,0.5399999618530273,control,energy
model_pcb,energy_gpu_total_joules,0.699999988079071,0.699999988079071,control,energy
model_pcb,energy_gpu_temp_max_celsius,0.3999999761581421,0.3999999761581421,control,mediator
model_pcb,energy_gpu_util_avg_percent,0.5799999833106995,0.5799999833106995,control,mediator
model_pcb,energy_gpu_util_max_percent,0.5399999618530273,0.5399999618530273,control,mediator
model_pcb,perf_map,0.5199999809265137,0.5199999809265137,control,performance
model_pcb,perf_rank1,0.4399999976158142,0.4399999976158142,control,performance
hyperparam_epochs_x_is_parallel,energy_cpu_ram_joules,0.3199999928474426,0.3199999928474426,interaction,energy
