experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,error_message,fg_repository,fg_model,fg_duration_seconds,fg_training_success,fg_retries,fg_error_message,fg_hyperparam_alpha,fg_hyperparam_batch_size,fg_hyperparam_dropout,fg_hyperparam_epochs,fg_hyperparam_kfold,fg_hyperparam_learning_rate,fg_hyperparam_max_iter,fg_hyperparam_seed,fg_hyperparam_weight_decay,fg_perf_accuracy,fg_perf_best_val_accuracy,fg_perf_map,fg_perf_precision,fg_perf_rank1,fg_perf_rank5,fg_perf_recall,fg_perf_test_accuracy,fg_perf_test_loss,fg_energy_cpu_pkg_joules,fg_energy_cpu_ram_joules,fg_energy_cpu_total_joules,fg_energy_gpu_avg_watts,fg_energy_gpu_max_watts,fg_energy_gpu_min_watts,fg_energy_gpu_total_joules,fg_energy_gpu_temp_avg_celsius,fg_energy_gpu_temp_max_celsius,fg_energy_gpu_util_avg_percent,fg_energy_gpu_util_max_percent,bg_repository,bg_model,bg_note,bg_log_directory,bg_hyperparam_batch_size,bg_hyperparam_dropout,bg_hyperparam_epochs,bg_hyperparam_learning_rate,bg_hyperparam_seed,bg_hyperparam_weight_decay,bg_energy_cpu_pkg_joules,bg_energy_cpu_ram_joules,bg_energy_cpu_total_joules,bg_energy_gpu_avg_watts,bg_energy_gpu_max_watts,bg_energy_gpu_min_watts,bg_energy_gpu_total_joules
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_056,2025-11-23T08:48:57.677410,pytorch_resnet_cifar10,resnet20,True,2559.118467092514,0,,,,,,,,1733,,,91.81,,,,,,91.8,,171440.8,12957.85,184398.65,192.67865665584458,320.13,140.11,474760.21000000107,69.4375,77.0,99.66396103896103,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_057_parallel,2025-11-23T09:29:04.788813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,pytorch_resnet_cifar10,resnet20,2317.076539039612,True,0,Training completed successfully,,,,183,,,,,,,91.53,,,,,,91.53,,156401.05,11868.02,168269.07,192.42812920592192,319.7,146.81,428922.3,69.60340960071781,76.0,99.71332436069987,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_057_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_058_parallel,2025-11-23T10:13:53.761133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,pytorch_resnet_cifar10,resnet20,2598.932372570038,True,0,Training completed successfully,,,,206,,,,,,,91.42,,,,,,91.42,,175070.8,13211.1,188281.9,190.90802878848433,321.25,158.67,477460.9799999993,69.3406637345062,76.0,99.7281087564974,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_058_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_059_parallel,2025-11-23T10:57:44.246243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,pytorch_resnet_cifar10,resnet20,2540.445773601532,True,0,Training completed successfully,,,,,,0.08371072259455616,,,,,91.64,,,,,,91.64,,170872.59,12885.17,183757.76,190.22548690671013,320.42,160.95,464911.08999999956,69.61252045826514,76.0,99.7479541734861,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_059_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_060_parallel,2025-11-23T11:41:52.605457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,pytorch_resnet_cifar10,resnet20,2558.304764032364,True,0,Training completed successfully,,,,,,0.06235983265838423,,,,,91.57,,,,,,91.57,,172454.82,13026.39,185481.21,190.18743193823616,319.8,160.34,468051.2699999992,69.80698902885005,76.0,99.77610727346607,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_060_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_061_parallel,2025-11-23T12:25:53.465469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,weight_decay,parallel,,pytorch_resnet_cifar10,resnet20,2550.820518016815,True,0,Training completed successfully,,,,,,,,,0.0004497638693981958,,92.71,,,,,,92.71,,172322.12,12959.84,185281.96,190.07829258353695,320.53,162.2,466452.12999999966,70.02607986960065,76.0,99.82029339853301,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_061_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_062_parallel,2025-11-23T13:09:39.651688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,weight_decay,parallel,,pytorch_resnet_cifar10,resnet20,2536.14670419693,True,0,Training completed successfully,,,,,,,,,1.0698983273442617e-05,,90.86,,,,,,90.86,,171563.18,12917.8,184480.98,190.03245491803304,319.82,147.58,463679.19000000064,70.12704918032787,76.0,99.6827868852459,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_062_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_063_parallel,2025-11-23T13:54:37.471566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,pytorch_resnet_cifar10,resnet20,2607.779836654663,True,0,Training completed successfully,,,,,,,,7470,,,91.58,,,,,,91.59,,176352.78,13214.53,189567.31,189.34881227580655,321.15,150.84,475076.16999999864,70.04862495017936,77.0,99.79075328816262,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_063_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_064_parallel,2025-11-23T14:39:39.819979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,pytorch_resnet_cifar10,resnet20,2612.308449268341,True,0,Training completed successfully,,,,,,,,248,,,91.72,,,,,,91.72,,176814.22,13196.34,190010.56,190.29571030640696,320.7,129.62,478213.1200000007,70.38718662952647,77.0,99.72741742936729,100.0,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_064_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_065,2025-11-23T14:41:49.372725,MRT-OAST,default,True,69.54740881919861,0,,,,8,,,,,,,,,,,,,,,4579.8,323.48,4903.28,178.20194029850742,185.52,176.95,11939.529999999997,69.0,69.0,100.0,100.0,default,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_066,2025-11-23T14:43:44.698256,MRT-OAST,default,True,55.32273888587952,0,,,,6,,,,,,,,,,,,,,,3638.33,255.55,3893.88,185.7224528301887,186.61,183.59,9843.29,69.26415094339623,70.0,100.0,100.0,default,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_067,2025-11-23T14:45:40.009758,MRT-OAST,default,True,55.3084614276886,0,,,,,,0.0001421554593713127,,,,,,,,,,,,,3633.43,255.15,3888.58,185.65735849056608,186.83,183.55,9839.840000000002,69.66037735849056,70.0,100.0,100.0,default,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_068,2025-11-23T14:47:35.411456,MRT-OAST,default,True,55.39889121055603,0,,,,,,0.00012638101963257026,,,,,,,,,,,,,3638.39,255.67,3894.06,185.39792452830193,186.74,183.27,9826.090000000002,69.54716981132076,70.0,100.0,100.0,default,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_069,2025-11-23T14:49:28.820832,MRT-OAST,default,True,53.4063925743103,0,,,0.18813321614567025,,,,,,,,,,,,,,,,3505.89,247.02,3752.91,186.4319607843137,193.01,176.65,9508.029999999999,69.96078431372548,70.0,99.82352941176471,100.0,default,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_070,2025-11-23T14:51:24.120709,MRT-OAST,default,True,55.297078371047974,0,,,0.2826976906141293,,,,,,,,,,,,,,,,3636.81,254.56,3891.37,183.3807547169811,185.02,181.79,9719.179999999998,69.0,69.0,100.0,100.0,default,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_071,2025-11-23T14:53:19.455821,MRT-OAST,default,True,55.332128047943115,0,,,,,,,,,1.2014817199326253e-05,,,,,,,,,,3639.19,256.64,3895.83,178.83660377358495,185.67,176.95,9478.340000000002,69.0,69.0,100.0,100.0,default,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_072,2025-11-23T14:55:13.250356,MRT-OAST,default,True,53.791667222976685,0,,,,,,,,,0.0007079312129793747,,,,,,,,,,3529.39,249.56,3778.95,187.12078431372547,206.83,179.77,9543.159999999998,69.23529411764706,70.0,99.84313725490196,100.0,default,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_073,2025-11-23T14:57:08.333999,MRT-OAST,default,True,55.0807409286499,0,,,,,,,,2900,,,,,,,,,,,3620.26,256.85,3877.11,189.4335849056603,190.95,187.4,10039.979999999996,70.0,70.0,100.0,100.0,default,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_074,2025-11-23T14:59:02.825605,MRT-OAST,default,True,54.488895416259766,0,,,,,,,,5734,,,,,,,,,,,3580.16,254.9,3835.06,185.72019230769234,291.69,164.13,9657.450000000003,70.11538461538461,75.0,98.17307692307692,100.0,default,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__MRT-OAST_default_075_parallel,2025-11-23T15:01:28.674783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,epochs,parallel,,MRT-OAST,default,55.84200406074524,True,0,Training completed successfully,,,,9,,,,,,,,,,,,,,,3704.96,249.27,3954.23,184.44708333333335,185.1,183.18,8853.460000000001,69.875,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_075_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_076_parallel,2025-11-23T15:03:54.354823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,epochs,parallel,,MRT-OAST,default,55.662376165390015,True,0,Training completed successfully,,,,14,,,,,,,,,,,,,,,3696.71,248.39,3945.1,184.76404255319142,185.5,183.66,8683.909999999996,69.2127659574468,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_076_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_077_parallel,2025-11-23T15:06:19.935276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,learning_rate,parallel,,MRT-OAST,default,55.57103419303894,True,0,Training completed successfully,,,,,,5.5942843488018006e-05,,,,,,,,,,,,,3686.29,247.85,3934.14,184.42270833333336,185.22,182.98,8852.29,69.22916666666667,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_077_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_078_parallel,2025-11-23T15:08:45.641178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,learning_rate,parallel,,MRT-OAST,default,55.69662070274353,True,0,Training completed successfully,,,,,,7.929191325686191e-05,,,,,,,,,,,,,3697.21,247.68,3944.89,185.0958333333334,186.05,184.15,8884.600000000002,69.20833333333333,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_078_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_079_parallel,2025-11-23T15:11:11.472609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,dropout,parallel,,MRT-OAST,default,55.821308851242065,True,0,Training completed successfully,,,0.1604001989177411,,,,,,,,,,,,,,,,3704.36,248.89,3953.25,181.70062499999995,190.58,180.23,8721.629999999997,69.0,69.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_079_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_080_parallel,2025-11-23T15:13:37.075604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,dropout,parallel,,MRT-OAST,default,55.59422945976257,True,0,Training completed successfully,,,0.0860428717356504,,,,,,,,,,,,,,,,3690.56,248.4,3938.96,181.67249999999999,190.51,180.36,8720.279999999999,69.0,69.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_080_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_081_parallel,2025-11-23T15:16:02.341405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,weight_decay,parallel,,MRT-OAST,default,55.25694489479065,True,0,Training completed successfully,,,,,,,,,0.0005717446125042851,,,,,,,,,,3672.13,245.95,3918.08,189.16645833333334,191.01,186.82,9079.99,70.0,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_081_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_082_parallel,2025-11-23T15:18:28.086743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,weight_decay,parallel,,MRT-OAST,default,55.73644518852234,True,0,Training completed successfully,,,,,,,,,3.46147453717011e-05,,,,,,,,,,3704.04,248.57,3952.61,180.9054166666667,190.24,173.07,8683.460000000001,69.02083333333333,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_082_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_083_parallel,2025-11-23T15:20:53.733749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,seed,parallel,,MRT-OAST,default,55.63794779777527,True,0,Training completed successfully,,,,,,,,4708,,,,,,,,,,,3698.22,248.54,3946.76,182.09770833333332,189.96,179.78,8740.689999999999,69.0,69.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_083_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__MRT-OAST_default_084_parallel,2025-11-23T15:23:19.304541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,seed,parallel,,MRT-OAST,default,55.56194448471069,True,0,Training completed successfully,,,,,,,,7934,,,,,,,,,,,3692.71,246.29,3939.0,189.2,190.88,186.77,8892.4,70.0,70.0,100.0,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_084_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_085,2025-11-23T15:25:46.989877,VulBERTa,mlp,True,87.679762840271,0,,,,5,,,,,,,,,,,,,,,5910.81,418.81,6329.62,179.19630952380953,186.86,177.17,15052.490000000002,69.0,69.0,100.0,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_086,2025-11-23T15:28:13.465068,VulBERTa,mlp,True,86.4720938205719,0,,,,12,,,,,,,,,,,,,,,5832.64,410.28,6242.92,185.34048192771093,318.27,144.23,15383.260000000006,69.57831325301204,75.0,98.48192771084338,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_087,2025-11-23T15:30:41.203400,VulBERTa,mlp,True,87.73500633239746,0,,,,,,3.7911927254533e-05,,,,,,,,,,,,,5924.54,414.53,6339.07,179.3433333333333,310.95,130.79,15064.839999999997,69.13095238095238,73.0,99.26190476190476,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_088,2025-11-23T15:33:08.907379,VulBERTa,mlp,True,87.70080471038818,0,,,,,,3.4238263388520385e-05,,,,,,,,,,,,,5932.93,418.56,6351.49,182.9494047619047,286.24,133.0,15367.749999999995,69.17857142857143,73.0,98.80952380952381,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_089,2025-11-23T15:35:36.642375,VulBERTa,mlp,True,87.73162531852722,0,,,,,,,,,3.296007164140619e-05,,,,,,,,,,5921.48,417.55,6339.03,184.2855952380953,307.99,163.85,15479.990000000005,69.72619047619048,74.0,99.94047619047619,100.0,mutation_2x_safe,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_090,2025-11-23T15:38:04.407931,VulBERTa,mlp,True,87.76237845420837,0,,,,,,,,,3.744668106380706e-05,,,,,,,,,,5929.05,420.09,6349.14,186.09142857142865,309.97,136.28,15631.680000000006,69.75,73.0,99.58333333333333,100.0,mutation_2x_safe,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_091,2025-11-23T15:40:31.873302,VulBERTa,mlp,True,87.46201586723328,0,,,,,,,,7023,,,,,,,,,,,5915.21,415.25,6330.46,182.3571428571429,183.25,181.88,15318.000000000004,69.02380952380952,70.0,100.0,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_092,2025-11-23T15:42:59.643973,VulBERTa,mlp,True,87.76754570007324,0,,,,,,,,2719,,,,,,,,,,,5928.52,417.36,6345.88,184.00035714285713,274.47,141.17,15456.029999999999,69.63095238095238,75.0,98.80952380952381,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_093_parallel,2025-11-23T15:46:07.288101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,VulBERTa,mlp,97.63652324676514,True,0,Training completed successfully,,,,20,,,,,,,,,,,,,,,6584.57,481.43,7066.0,183.88591397849459,319.46,132.73,17101.389999999996,69.80645161290323,75.0,98.66666666666667,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_093_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_094_parallel,2025-11-23T15:49:17.328652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,VulBERTa,mlp,100.03141760826111,True,0,Training completed successfully,,,,7,,,,,,,,,,,,,,,6730.62,495.69,7226.31,179.68187499999996,180.47,179.07,17249.459999999995,69.0,69.0,100.0,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_094_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_095_parallel,2025-11-23T15:52:26.766841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,VulBERTa,mlp,99.42908883094788,True,0,Training completed successfully,,,,,,2.4683001870555256e-05,,,,,,,,,,,,,6701.29,492.43,7193.72,182.64147368421058,183.82,181.48,17350.940000000006,69.06315789473685,70.0,100.0,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_095_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_096_parallel,2025-11-23T15:55:35.879669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,VulBERTa,mlp,99.10336995124817,True,0,Training completed successfully,,,,,,2.3439673303020184e-05,,,,,,,,,,,,,6692.72,488.0,7180.72,185.8317894736842,319.26,157.89,17654.02,70.23157894736842,75.0,99.2,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_096_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_097_parallel,2025-11-23T15:58:45.323426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,weight_decay,parallel,,VulBERTa,mlp,99.43442940711975,True,0,Training completed successfully,,,,,,,,,1.9515045134764296e-05,,,,,,,,,,6709.53,490.35,7199.88,189.636947368421,190.62,188.25,18015.509999999995,70.62105263157895,71.0,100.0,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_097_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_098_parallel,2025-11-23T16:01:53.074035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,weight_decay,parallel,,VulBERTa,mlp,97.7412223815918,True,0,Training completed successfully,,,,,,,,,2.7447082173123794e-05,,,,,,,,,,6585.47,480.51,7065.98,183.82521276595742,301.79,141.35,17279.569999999996,70.09574468085107,75.0,99.14893617021276,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_098_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_099_parallel,2025-11-23T16:05:02.562752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,VulBERTa,mlp,99.47952604293823,True,0,Training completed successfully,,,,,,,,2692,,,,,,,,,,,6704.82,490.5,7195.32,178.20778947368427,178.98,177.5,16929.740000000005,69.12631578947368,70.0,100.0,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_099_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__VulBERTa_mlp_100_parallel,2025-11-23T16:08:12.172109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,VulBERTa,mlp,99.60020637512207,True,0,Training completed successfully,,,,,,,,2992,,,,,,,,,,,6719.26,492.46,7211.72,182.14073684210533,317.22,165.3,17303.370000000006,69.87368421052632,75.0,100.0,100.0,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_100_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101,2025-11-23T16:46:29.199351,bug-localization-by-dnn-and-rvsm,default,True,2237.0052196979523,0,,,,,,,2813,,,,,,,,,,,,168519.87,10144.92,178664.79,182.07181081081052,313.08,126.25,336832.84999999945,69.85621621621621,75.0,99.70432432432432,100.0,default,1,max_iter,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102,2025-11-23T17:24:15.742810,bug-localization-by-dnn-and-rvsm,default,True,2206.523845434189,0,,,,,,,12193,,,,,,,,,,,,166244.0,10007.09,176251.09,179.33712021857895,314.61,120.8,328186.92999999947,70.16830601092896,76.0,99.62677595628415,100.0,default,1,max_iter,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,2025-11-23T18:02:08.850618,bug-localization-by-dnn-and-rvsm,default,True,2213.0879476070404,0,1.875842452824886e-05,,,,,,,,,,,,,,,,,,166630.34,10107.48,176737.82,179.64279956427015,316.03,121.26,329824.18,70.32407407407408,75.0,99.61873638344227,100.0,default,1,alpha,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
