experiment_id,repository,model,timestamp,hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_eval_loss
VulBERTa_mlp_012,VulBERTa,mlp,2025-12-18T09:49:20.744513,,,-0.374394594081044,0.40039382219983316,-1.1429171335901784,0.6689842820113678,0.895816671020599,-0.30935475103516386,-0.13741231535375611,-1.024614288108245
VulBERTa_mlp_013,VulBERTa,mlp,2025-12-18T10:43:47.595548,,,-0.2660960800508037,0.40039382219983316,-1.1201722097886524,0.6678404374418327,0.6412665232502259,-0.3293161316264632,-0.11730525073511174,-0.2944117783506883
VulBERTa_mlp_014,VulBERTa,mlp,2025-12-18T11:38:39.460591,,,-0.3147525389556819,0.40039382219983316,-1.0906491436312475,0.6682217189650109,1.0504406711160827,-0.32012133579297547,-0.1143808436148223,-0.6243044425546875
VulBERTa_mlp_015,VulBERTa,mlp,2025-12-18T12:33:22.297341,,,-0.2708287965509453,0.40039382219983316,-1.0841392822238631,0.6678404374418321,0.8626695510857945,-0.3256395344087589,-0.11698265475209997,-1.0130575687823367
VulBERTa_mlp_016,VulBERTa,mlp,2025-12-18T13:28:36.740827,,,-0.19520495098330817,0.40039382219983316,-1.1297655486611384,0.67343256644845,1.3767637868520404,-0.30862779865766415,-0.1360364557879899,-0.45152747752111905
VulBERTa_mlp_017,VulBERTa,mlp,2025-12-18T14:23:58.092965,,,-0.2350141462281134,0.40039382219983316,-1.1687427725049884,0.6767370063159963,1.3302413593270273,-0.3021773666109023,-0.12817463682435004,-0.45152747752111905
VulBERTa_mlp_018,VulBERTa,mlp,2025-12-18T15:19:13.089136,,,-0.2235477891858297,0.40039382219983316,-1.267931018408983,0.6716532526736166,0.8781435743595312,-0.30164705722274954,-0.1276551834810456,-0.45152747752111905
VulBERTa_mlp_019,VulBERTa,mlp,2025-12-18T16:14:43.363858,,,-0.208072512972578,0.40039382219983316,-1.1112657486922695,0.6735596602895093,1.3239129725683174,-0.3001206604785679,-0.1499204137787806,-0.45152747752111905
VulBERTa_mlp_020,VulBERTa,mlp,2025-12-18T17:10:06.878266,,,-0.21428545168271054,0.40039382219983316,-1.266039754423191,0.6707635957862004,1.3430473580728841,-0.30364516001803493,-0.1335929467979614,-0.45152747752111905
VulBERTa_mlp_041_parallel,VulBERTa,mlp,2025-12-23T09:25:58.873138,,-1.269231193469257,0.18765352796608106,0.65037515034576,0.507705038423759,-0.387038443351856,0.6924298725404006,-0.28088741788141364,-0.38273902016903893,-0.5468503564036616
VulBERTa_mlp_042_parallel,VulBERTa,mlp,2025-12-23T10:18:11.079448,,-1.0376521686959188,0.26807570136709136,0.40039382219983316,0.499359465329608,-0.3963162937491983,-0.7074384392048079,-0.056346699491946824,-0.11580695231710612,-0.552900055944623
VulBERTa_mlp_043_parallel,VulBERTa,mlp,2025-12-23T11:47:23.680922,,0.3518219799441101,0.36048673626079714,0.40039382219983316,0.3316546877183219,-0.40915277169620534,-0.4026430855299032,1.3872611443151983,1.282017217290534,1.2887370202752186
VulBERTa_mlp_044_parallel,VulBERTa,mlp,2025-12-23T12:51:55.957766,-0.9958307981655119,,0.33597342078692743,0.40039382219983316,0.28826276761697,-0.4095340532193842,-0.2610467056554739,0.4282559813600597,0.2981117708812001,0.08326501810898536
VulBERTa_mlp_045_parallel,VulBERTa,mlp,2025-12-23T13:56:26.421681,-0.18585046951291184,,0.3251350834306125,0.40039382219983316,0.22860191838279553,-0.4115675546763358,-0.2292619337664399,0.4255619215938642,0.32750259503465173,0.2163602955918954
VulBERTa_mlp_046_parallel,VulBERTa,mlp,2025-12-23T15:01:12.371010,-1.1767371018250665,,0.2982414148383955,0.40039382219983316,0.18080789411726708,-0.4193202789809643,-0.07406259706075208,0.43655800785948395,0.30774869269403443,1.0599904246835175
VulBERTa_mlp_047_parallel,VulBERTa,mlp,2025-12-23T16:06:44.196660,,,0.4088556314881163,0.40039382219983316,0.27886988662148493,-0.40254389196111257,-0.03513702763953668,0.46383464315353623,0.3267857054239483,-0.45152747752111905
VulBERTa_mlp_048_parallel,VulBERTa,mlp,2025-12-23T17:12:27.868444,,,0.41768219815769814,0.40039382219983316,0.39013062469465565,-0.3903428832194027,0.14472788509401144,0.47823040046323173,0.30389464760278057,-0.45152747752111905
VulBERTa_mlp_049_parallel,VulBERTa,mlp,2025-12-23T18:17:46.779528,,,0.3311431460846282,0.40039382219983316,0.46311287799336665,-0.40915277169620573,-0.16685373496978076,0.45889096048940214,0.286336713575058,0.021543925927979088
VulBERTa_mlp_050_parallel,VulBERTa,mlp,2025-12-23T19:22:43.333806,,,0.30006897541845934,0.40039382219983316,0.47742508196787,-0.4026709858021723,-0.29780622249998095,0.4408794111585352,0.3166069555082978,0.19884259306774815
