================================================================================
STDOUT:
================================================================================
[Train Wrapper] Repository: repos/MRT-OAST
[Train Wrapper] Training script: ./train.sh
[Train Wrapper] Log file: results/run_20251214_160925/MRT-OAST_default_031_parallel/training.log
[Train Wrapper] Energy directory: results/run_20251214_160925/MRT-OAST_default_031_parallel/energy
[Train Wrapper] Arguments: --weight-decay 0.000724
[Train Wrapper] Changed to directory: /home/green/energy_dl/nightly/repos/MRT-OAST
[Train Wrapper] Starting GPU monitoring...
[Train Wrapper] GPU monitoring PID: 3618168
[Train Wrapper] Starting training with integrated energy monitoring...
[Train Wrapper] Command: ./train.sh --weight-decay 0.000724
========================================
[0;34m[INFO][0m ====== 训练配置 ======
数据集: OJClone
AST类型: OAST
训练轮数: 10
批次大小: 64
学习率: 0.0001
最大序列长度: 256
Transformer层数: 2
模型维度: 128
前馈维度: 512
注意力头数: 8
Dropout: 0.2
权重衰减: 0.000724
随机种子: 1334
GPU: 启用
模型保存路径: model/BTransfrom_MRT_len256_batch64_OJClone_OAST
日志文件: logs/train_OJClone_20251215_140146.log
======================
[0;34m[INFO][0m 开始训练...

Dict Size: 113
---------------------------------------
Start Processed Data
---------------------------------------
Processed Amount 1000
Processed Amount 2000
Processed Amount 3000
Processed Amount 4000
Processed Amount 5000
Processed Amount 6000
Processed Amount 7000
---------------------------------------
Finish Processed Data, Total:  7500  avg code line:  35.921866666666666
max len:  2984  min len:  1  avg len:  61.001733333333334
max depth:  108  min depth:  2 avg depth:  11.049333333333333
avg selection nodes:  2.9629333333333334
avg loop nodes:  3.9336
---------------------------------------
Process -> origindata/OJClone_train.csv Pair Amount: 40000
Analyze -> | Pair Amount[0,1]: [19983, 20017] {0.9983:1} | Out of [8,256]: 989
  0%|          | 14/6250 [00:05<25:21,  4.10it/s, loss=0.970266, lr=0.000001]
  0%|          | 15/6250 [00:05<25:13,  4.12it/s, loss=0.970266, lr=0.000001]
  0%|          | 15/6250 [00:05<25:13,  4.12it/s, loss=0.916767, lr=0.000001]
  0%|          | 16/6250 [00:05<25:07,  4.14it/s, loss=0.916767, lr=0.000001]
  0%|          | 16/6250 [00:05<25:07,  4.14it/s, loss=0.906117, lr=0.000001]
  0%|          | 17/6250 [00:05<24:11,  4.29it/s, loss=0.906117, lr=0.000001]
  0%|          | 17/6250 [00:05<24:11,  4.29it/s, loss=1.196532, lr=0.000001]
  0%|          | 18/6250 [00:05<23:29,  4.42it/s, loss=1.196532, lr=0.000001]
  0%|          | 18/6250 [00:06<23:29,  4.42it/s, loss=1.072165, lr=0.000002]
  0%|          | 19/6250 [00:06<22:55,  4.53it/s, loss=1.072165, lr=0.000002]
  0%|          | 19/6250 [00:06<22:55,  4.53it/s, loss=1.064269, lr=0.000002]
  0%|          | 20/6250 [00:06<22:15,  4.66it/s, loss=1.064269, lr=0.000002]
  0%|          | 20/6250 [00:06<22:15,  4.66it/s, loss=1.120363, lr=0.000002]
  0%|          | 21/6250 [00:06<21:46,  4.77it/s, loss=1.120363, lr=0.000002]
  0%|          | 21/6250 [00:06<21:46,  4.77it/s, loss=1.053410, lr=0.000002]
  0%|          | 22/6250 [00:06<21:27,  4.84it/s, loss=1.053410, lr=0.000002]
  0%|          | 22/6250 [00:06<21:27,  4.84it/s, loss=0.817056, lr=0.000002]
  0%|          | 23/6250 [00:06<21:13,  4.89it/s, loss=0.817056, lr=0.000002]
  0%|          | 23/6250 [00:07<21:13,  4.89it/s, loss=1.084651, lr=0.000002]
  0%|          | 24/6250 [00:07<21:03,  4.93it/s, loss=1.084651, lr=0.000002]
  0%|          | 24/6250 [00:07<21:03,  4.93it/s, loss=1.027921, lr=0.000002]
  0%|          | 25/6250 [00:07<20:59,  4.94it/s, loss=1.027921, lr=0.000002]
  0%|          | 25/6250 [00:07<20:59,  4.94it/s, loss=1.028384, lr=0.000002]
  0%|          | 26/6250 [00:07<22:10,  4.68it/s, loss=1.028384, lr=0.000002]
  0%|          | 26/6250 [00:07<22:10,  4.68it/s, loss=1.111167, lr=0.000002]
  0%|          | 27/6250 [00:07<23:02,  4.50it/s, loss=1.111167, lr=0.000002]
  0%|          | 27/6250 [00:07<23:02,  4.50it/s, loss=0.923132, lr=0.000002]
  0%|          | 28/6250 [00:07<23:37,  4.39it/s, loss=0.923132, lr=0.000002]
  0%|          | 28/6250 [00:08<23:37,  4.39it/s, loss=0.851297, lr=0.000002]
  0%|          | 29/6250 [00:08<24:02,  4.31it/s, loss=0.851297, lr=0.000002]
  0%|          | 29/6250 [00:08<24:02,  4.31it/s, loss=0.839920, lr=0.000002]
  0%|          | 30/6250 [00:08<24:15,  4.27it/s, loss=0.839920, lr=0.000002]
  0%|          | 30/6250 [00:08<24:15,  4.27it/s, loss=0.859428, lr=0.000002]
  0%|          | 31/6250 [00:08<24:26,  4.24it/s, loss=0.859428, lr=0.000002]
  0%|          | 31/6250 [00:08<24:26,  4.24it/s, loss=0.848145, lr=0.000003]
  1%|          | 32/6250 [00:08<24:36,  4.21it/s, loss=0.848145, lr=0.000003]
  1%|          | 32/6250 [00:09<24:36,  4.21it/s, loss=0.969498, lr=0.000003]
  1%|          | 33/6250 [00:09<24:42,  4.19it/s, loss=0.969498, lr=0.000003]
  1%|          | 33/6250 [00:09<24:42,  4.19it/s, loss=1.023384, lr=0.000003]
  1%|          | 34/6250 [00:09<24:42,  4.19it/s, loss=1.023384, lr=0.000003]
  1%|          | 34/6250 [00:09<24:42,  4.19it/s, loss=0.992029, lr=0.000003]
  1%|          | 35/6250 [00:09<24:46,  4.18it/s, loss=0.992029, lr=0.000003]
  1%|          | 35/6250 [00:09<24:46,  4.18it/s, loss=0.966489, lr=0.000003]
  1%|          | 36/6250 [00:09<24:50,  4.17it/s, loss=0.966489, lr=0.000003]
  1%|          | 36/6250 [00:10<24:50,  4.17it/s, loss=0.831857, lr=0.000003]
  1%|          | 37/6250 [00:10<24:48,  4.17it/s, loss=0.831857, lr=0.000003]
  1%|          | 37/6250 [00:10<24:48,  4.17it/s, loss=0.884893, lr=0.000003]
  1%|          | 38/6250 [00:10<24:47,  4.18it/s, loss=0.884893, lr=0.000003]
  1%|          | 38/6250 [00:10<24:47,  4.18it/s, loss=0.919526, lr=0.000003]
  1%|          | 39/6250 [00:10<24:48,  4.17it/s, loss=0.919526, lr=0.000003]
  1%|          | 39/6250 [00:10<24:48,  4.17it/s, loss=0.937669, lr=0.000003]
  1%|          | 40/6250 [00:10<24:50,  4.17it/s, loss=0.937669, lr=0.000003]
  1%|          | 40/6250 [00:11<24:50,  4.17it/s, loss=0.783844, lr=0.000003]
  1%|          | 41/6250 [00:11<24:49,  4.17it/s, loss=0.783844, lr=0.000003]
  1%|          | 41/6250 [00:11<24:49,  4.17it/s, loss=0.867311, lr=0.000003]
  1%|          | 42/6250 [00:11<24:53,  4.16it/s, loss=0.867311, lr=0.000003]
  1%|          | 42/6250 [00:11<24:53,  4.16it/s, loss=0.998234, lr=0.000003]
  1%|          | 43/6250 [00:11<24:54,  4.15it/s, loss=0.998234, lr=0.000003]
  1%|          | 43/6250 [00:11<24:54,  4.15it/s, loss=0.847961, lr=0.000004]
  1%|          | 44/6250 [00:11<24:56,  4.15it/s, loss=0.847961, lr=0.000004]
  1%|          | 44/6250 [00:12<24:56,  4.15it/s, loss=0.740015, lr=0.000004]
  1%|          | 45/6250 [00:12<24:54,  4.15it/s, loss=0.740015, lr=0.000004]
  1%|          | 45/6250 [00:12<24:54,  4.15it/s, loss=0.737717, lr=0.000004]
  1%|          | 46/6250 [00:12<24:53,  4.15it/s, loss=0.737717, lr=0.000004]
  1%|          | 46/6250 [00:12<24:53,  4.15it/s, loss=0.857225, lr=0.000004]
  1%|          | 47/6250 [00:12<24:51,  4.16it/s, loss=0.857225, lr=0.000004]
  1%|          | 47/6250 [00:12<24:51,  4.16it/s, loss=0.845040, lr=0.000004]
  1%|          | 48/6250 [00:12<24:51,  4.16it/s, loss=0.845040, lr=0.000004]
  1%|          | 48/6250 [00:12<24:51,  4.16it/s, loss=0.835981, lr=0.000004]
  1%|          | 49/6250 [00:12<24:50,  4.16it/s, loss=0.835981, lr=0.000004]
  1%|          | 49/6250 [00:13<24:50,  4.16it/s, loss=0.895590, lr=0.000004]
  1%|          | 50/6250 [00:13<24:48,  4.17it/s, loss=0.895590, lr=0.000004]
  1%|          | 50/6250 [00:13<24:48,  4.17it/s, loss=0.958233, lr=0.000004]
  1%|          | 51/6250 [00:13<24:48,  4.17it/s, loss=0.958233, lr=0.000004]
  1%|          | 51/6250 [00:13<24:48,  4.17it/s, loss=0.935497, lr=0.000004]
  1%|          | 52/6250 [00:13<24:50,  4.16it/s, loss=0.935497, lr=0.000004]
  1%|          | 52/6250 [00:13<24:50,  4.16it/s, loss=0.831480, lr=0.000004]
  1%|          | 53/6250 [00:13<24:49,  4.16it/s, loss=0.831480, lr=0.000004]
  1%|          | 53/6250 [00:14<24:49,  4.16it/s, loss=0.808788, lr=0.000004]
  1%|          | 54/6250 [00:14<24:51,  4.15it/s, loss=0.808788, lr=0.000004]
  1%|          | 54/6250 [00:14<24:51,  4.15it/s, loss=0.750272, lr=0.000004]
  1%|          | 55/6250 [00:14<24:55,  4.14it/s, loss=0.750272, lr=0.000004]
  1%|          | 55/6250 [00:14<24:55,  4.14it/s, loss=0.873001, lr=0.000004]
  1%|          | 56/6250 [00:14<24:57,  4.14it/s, loss=0.873001, lr=0.000004]
  1%|          | 56/6250 [00:14<24:57,  4.14it/s, loss=0.834883, lr=0.000005]
  1%|          | 57/6250 [00:14<24:57,  4.14it/s, loss=0.834883, lr=0.000005]
  1%|          | 57/6250 [00:15<24:57,  4.14it/s, loss=0.826203, lr=0.000005]
  1%|          | 58/6250 [00:15<24:54,  4.14it/s, loss=0.826203, lr=0.000005]
  1%|          | 58/6250 [00:15<24:54,  4.14it/s, loss=0.793619, lr=0.000005]
  1%|          | 59/6250 [00:15<24:56,  4.14it/s, loss=0.793619, lr=0.000005]
  1%|          | 59/6250 [00:15<24:56,  4.14it/s, loss=0.895880, lr=0.000005]
  1%|          | 60/6250 [00:15<24:55,  4.14it/s, loss=0.895880, lr=0.000005]
  1%|          | 60/6250 [00:15<24:55,  4.14it/s, loss=0.847131, lr=0.000005]
  1%|          | 61/6250 [00:15<24:52,  4.15it/s, loss=0.847131, lr=0.000005]
  1%|          | 61/6250 [00:16<24:52,  4.15it/s, loss=0.796485, lr=0.000005]
  1%|          | 62/6250 [00:16<24:50,  4.15it/s, loss=0.796485, lr=0.000005]
  1%|          | 62/6250 [00:16<24:50,  4.15it/s, loss=0.723313, lr=0.000005]
  1%|          | 63/6250 [00:16<24:47,  4.16it/s, loss=0.723313, lr=0.000005]
  1%|          | 63/6250 [00:16<24:47,  4.16it/s, loss=0.737167, lr=0.000005]
  1%|          | 64/6250 [00:16<24:47,  4.16it/s, loss=0.737167, lr=0.000005]
  1%|          | 64/6250 [00:16<24:47,  4.16it/s, loss=0.729820, lr=0.000005]
  1%|          | 65/6250 [00:16<24:47,  4.16it/s, loss=0.729820, lr=0.000005]
  1%|          | 65/6250 [00:17<24:47,  4.16it/s, loss=0.744517, lr=0.000005]
  1%|          | 66/6250 [00:17<24:45,  4.16it/s, loss=0.744517, lr=0.000005]
  1%|          | 66/6250 [00:17<24:45,  4.16it/s, loss=0.766867, lr=0.000005]
  1%|          | 67/6250 [00:17<24:46,  4.16it/s, loss=0.766867, lr=0.000005]
  1%|          | 67/6250 [00:17<24:46,  4.16it/s, loss=0.785904, lr=0.000005]
  1%|          | 68/6250 [00:17<24:43,  4.17it/s, loss=0.785904, lr=0.000005]
  1%|          | 68/6250 [00:17<24:43,  4.17it/s, loss=0.848244, lr=0.000006]
  1%|          | 69/6250 [00:17<24:44,  4.16it/s, loss=0.848244, lr=0.000006]
  1%|          | 69/6250 [00:18<24:44,  4.16it/s, loss=0.927721, lr=0.000006]
  1%|          | 70/6250 [00:18<24:45,  4.16it/s, loss=0.927721, lr=0.000006]
  1%|          | 70/6250 [00:18<24:45,  4.16it/s, loss=0.884659, lr=0.000006]
  1%|          | 71/6250 [00:18<24:45,  4.16it/s, loss=0.884659, lr=0.000006]
  1%|          | 71/6250 [00:18<24:45,  4.16it/s, loss=0.832492, lr=0.000006]
  1%|          | 72/6250 [00:18<24:44,  4.16it/s, loss=0.832492, lr=0.000006]
  1%|          | 72/6250 [00:18<24:44,  4.16it/s, loss=0.713254, lr=0.000006]
  1%|          | 73/6250 [00:18<24:42,  4.17it/s, loss=0.713254, lr=0.000006]
  1%|          | 73/6250 [00:18<24:42,  4.17it/s, loss=0.805343, lr=0.000006]
  1%|          | 74/6250 [00:18<24:41,  4.17it/s, loss=0.805343, lr=0.000006]
  1%|          | 74/6250 [00:19<24:41,  4.17it/s, loss=0.819800, lr=0.000006]
  1%|          | 75/6250 [00:19<24:40,  4.17it/s, loss=0.819800, lr=0.000006]
  1%|          | 75/6250 [00:19<24:40,  4.17it/s, loss=0.838147, lr=0.000006]
  1%|          | 76/6250 [00:19<23:39,  4.35it/s, loss=0.838147, lr=0.000006]
  1%|          | 76/6250 [00:19<23:39,  4.35it/s, loss=0.702954, lr=0.000006]
  1%|          | 77/6250 [00:19<22:46,  4.52it/s, loss=0.702954, lr=0.000006]
  1%|          | 77/6250 [00:19<22:46,  4.52it/s, loss=0.747986, lr=0.000006]
  1%|          | 78/6250 [00:19<22:06,  4.65it/s, loss=0.747986, lr=0.000006]
  1%|          | 78/6250 [00:20<22:06,  4.65it/s, loss=0.732202, lr=0.000006]
  1%|▏         | 79/6250 [00:20<21:38,  4.75it/s, loss=0.732202, lr=0.000006]
  1%|▏         | 79/6250 [00:20<21:38,  4.75it/s, loss=0.771403, lr=0.000006]
  1%|▏         | 80/6250 [00:20<21:18,  4.83it/s, loss=0.771403, lr=0.000006]
  1%|▏         | 80/6250 [00:20<21:18,  4.83it/s, loss=0.790566, lr=0.000006]
  1%|▏         | 81/6250 [00:20<21:06,  4.87it/s, loss=0.790566, lr=0.000006]
  1%|▏         | 81/6250 [00:20<21:06,  4.87it/s, loss=0.688041, lr=0.000007]
  1%|▏         | 82/6250 [00:20<20:56,  4.91it/s, loss=0.688041, lr=0.000007]
  1%|▏         | 82/6250 [00:20<20:56,  4.91it/s, loss=0.640518, lr=0.000007]
  1%|▏         | 83/6250 [00:20<20:55,  4.91it/s, loss=0.640518, lr=0.000007]
  1%|▏         | 83/6250 [00:21<20:55,  4.91it/s, loss=0.758120, lr=0.000007]
  1%|▏         | 84/6250 [00:21<20:58,  4.90it/s, loss=0.758120, lr=0.000007]
  1%|▏         | 84/6250 [00:21<20:58,  4.90it/s, loss=0.743136, lr=0.000007]
  1%|▏         | 85/6250 [00:21<22:06,  4.65it/s, loss=0.743136, lr=0.000007]
  1%|▏         | 85/6250 [00:21<22:06,  4.65it/s, loss=0.746657, lr=0.000007]
  1%|▏         | 86/6250 [00:21<22:55,  4.48it/s, loss=0.746657, lr=0.000007]
  1%|▏         | 86/6250 [00:21<22:55,  4.48it/s, loss=0.737252, lr=0.000007]
  1%|▏         | 87/6250 [00:21<23:24,  4.39it/s, loss=0.737252, lr=0.000007]
  1%|▏         | 87/6250 [00:22<23:24,  4.39it/s, loss=0.788976, lr=0.000007]
  1%|▏         | 88/6250 [00:22<23:48,  4.31it/s, loss=0.788976, lr=0.000007]
  1%|▏         | 88/6250 [00:22<23:48,  4.31it/s, loss=0.702418, lr=0.000007]
  1%|▏         | 89/6250 [00:22<24:04,  4.26it/s, loss=0.702418, lr=0.000007]
  1%|▏         | 89/6250 [00:22<24:04,  4.26it/s, loss=0.801996, lr=0.000007]
  1%|▏         | 90/6250 [00:22<24:16,  4.23it/s, loss=0.801996, lr=0.000007]
  1%|▏         | 90/6250 [00:22<24:16,  4.23it/s, loss=0.737793, lr=0.000007]
  1%|▏         | 91/6250 [00:22<24:22,  4.21it/s, loss=0.737793, lr=0.000007]
  1%|▏         | 91/6250 [00:22<24:22,  4.21it/s, loss=0.740270, lr=0.000007]
  1%|▏         | 92/6250 [00:22<24:31,  4.18it/s, loss=0.740270, lr=0.000007]
  1%|▏         | 92/6250 [00:23<24:31,  4.18it/s, loss=0.705728, lr=0.000007]
  1%|▏         | 93/6250 [00:23<24:38,  4.16it/s, loss=0.705728, lr=0.000007]
  1%|▏         | 93/6250 [00:23<24:38,  4.16it/s, loss=0.701326, lr=0.000008]
  2%|▏         | 94/6250 [00:23<24:43,  4.15it/s, loss=0.701326, lr=0.000008]
  2%|▏         | 94/6250 [00:23<24:43,  4.15it/s, loss=0.793363, lr=0.000008]
  2%|▏         | 95/6250 [00:23<24:46,  4.14it/s, loss=0.793363, lr=0.000008]
  2%|▏         | 95/6250 [00:23<24:46,  4.14it/s, loss=0.677930, lr=0.000008]
  2%|▏         | 96/6250 [00:23<24:43,  4.15it/s, loss=0.677930, lr=0.000008]
  2%|▏         | 96/6250 [00:24<24:43,  4.15it/s, loss=0.734988, lr=0.000008]
  2%|▏         | 97/6250 [00:24<24:42,  4.15it/s, loss=0.734988, lr=0.000008]
  2%|▏         | 97/6250 [00:24<24:42,  4.15it/s, loss=0.724193, lr=0.000008]
  2%|▏         | 98/6250 [00:24<24:44,  4.14it/s, loss=0.724193, lr=0.000008]
  2%|▏         | 98/6250 [00:24<24:44,  4.14it/s, loss=0.690966, lr=0.000008]
  2%|▏         | 99/6250 [00:24<24:45,  4.14it/s, loss=0.690966, lr=0.000008]
  2%|▏         | 99/6250 [00:24<24:45,  4.14it/s, loss=0.671576, lr=0.000008]
  2%|▏         | 100/6250 [00:24<24:45,  4.14it/s, loss=0.671576, lr=0.000008]
  2%|▏         | 100/6250 [00:25<24:45,  4.14it/s, loss=0.722439, lr=0.000008]
  2%|▏         | 101/6250 [00:25<24:49,  4.13it/s, loss=0.722439, lr=0.000008]
  2%|▏         | 101/6250 [00:25<24:49,  4.13it/s, loss=0.687982, lr=0.000008]
  2%|▏         | 102/6250 [00:25<24:47,  4.13it/s, loss=0.687982, lr=0.000008]
  2%|▏         | 102/6250 [00:25<24:47,  4.13it/s, loss=0.664747, lr=0.000008]
  2%|▏         | 103/6250 [00:25<24:48,  4.13it/s, loss=0.664747, lr=0.000008]
  2%|▏         | 103/6250 [00:25<24:48,  4.13it/s, loss=0.666987, lr=0.000008]
  2%|▏         | 104/6250 [00:25<24:44,  4.14it/s, loss=0.666987, lr=0.000008]
  2%|▏         | 104/6250 [00:26<24:44,  4.14it/s, loss=0.690817, lr=0.000008]
  2%|▏         | 105/6250 [00:26<24:42,  4.15it/s, loss=0.690817, lr=0.000008]
  2%|▏         | 105/6250 [00:26<24:42,  4.15it/s, loss=0.691394, lr=0.000008]
  2%|▏         | 106/6250 [00:26<24:52,  4.12it/s, loss=0.691394, lr=0.000008]
  2%|▏         | 106/6250 [00:26<24:52,  4.12it/s, loss=0.714335, lr=0.000009]
  2%|▏         | 107/6250 [00:26<24:47,  4.13it/s, loss=0.714335, lr=0.000009]
  2%|▏         | 107/6250 [00:26<24:47,  4.13it/s, loss=0.695658, lr=0.000009]
  2%|▏         | 108/6250 [00:26<24:46,  4.13it/s, loss=0.695658, lr=0.000009]
  2%|▏         | 108/6250 [00:27<24:46,  4.13it/s, loss=0.655345, lr=0.000009]
  2%|▏         | 109/6250 [00:27<24:45,  4.13it/s, loss=0.655345, lr=0.000009]
  2%|▏         | 109/6250 [00:27<24:45,  4.13it/s, loss=0.725978, lr=0.000009]
  2%|▏         | 110/6250 [00:27<24:45,  4.13it/s, loss=0.725978, lr=0.000009]
  2%|▏         | 110/6250 [00:27<24:45,  4.13it/s, loss=0.711139, lr=0.000009]
  2%|▏         | 111/6250 [00:27<24:42,  4.14it/s, loss=0.711139, lr=0.000009]
  2%|▏         | 111/6250 [00:27<24:42,  4.14it/s, loss=0.687339, lr=0.000009]
  2%|▏         | 112/6250 [00:27<24:45,  4.13it/s, loss=0.687339, lr=0.000009]
  2%|▏         | 112/6250 [00:28<24:45,  4.13it/s, loss=0.701180, lr=0.000009]
  2%|▏         | 113/6250 [00:28<24:44,  4.14it/s, loss=0.701180, lr=0.000009]
  2%|▏         | 113/6250 [00:28<24:44,  4.14it/s, loss=0.696434, lr=0.000009]
  2%|▏         | 114/6250 [00:28<24:48,  4.12it/s, loss=0.696434, lr=0.000009]
  2%|▏         | 114/6250 [00:28<24:48,  4.12it/s, loss=0.718307, lr=0.000009]
  2%|▏         | 115/6250 [00:28<24:49,  4.12it/s, loss=0.718307, lr=0.000009]
  2%|▏         | 115/6250 [00:28<24:49,  4.12it/s, loss=0.675354, lr=0.000009]
  2%|▏         | 116/6250 [00:28<24:45,  4.13it/s, loss=0.675354, lr=0.000009]
  2%|▏         | 116/6250 [00:29<24:45,  4.13it/s, loss=0.660910, lr=0.000009]
  2%|▏         | 117/6250 [00:29<24:48,  4.12it/s, loss=0.660910, lr=0.000009]
  2%|▏         | 117/6250 [00:29<24:48,  4.12it/s, loss=0.687748, lr=0.000009]
  2%|▏         | 118/6250 [00:29<24:51,  4.11it/s, loss=0.687748, lr=0.000009]
  2%|▏         | 118/6250 [00:29<24:51,  4.11it/s, loss=0.708560, lr=0.000010]
  2%|▏         | 119/6250 [00:29<24:48,  4.12it/s, loss=0.708560, lr=0.000010]
  2%|▏         | 119/6250 [00:29<24:48,  4.12it/s, loss=0.717651, lr=0.000010]
  2%|▏         | 120/6250 [00:29<24:47,  4.12it/s, loss=0.717651, lr=0.000010]
  2%|▏         | 120/6250 [00:29<24:47,  4.12it/s, loss=0.687783, lr=0.000010]
  2%|▏         | 121/6250 [00:29<24:46,  4.12it/s, loss=0.687783, lr=0.000010]
  2%|▏         | 121/6250 [00:30<24:46,  4.12it/s, loss=0.675444, lr=0.000010]
  2%|▏         | 122/6250 [00:30<24:45,  4.12it/s, loss=0.675444, lr=0.000010]
  2%|▏         | 122/6250 [00:30<24:45,  4.12it/s, loss=0.682632, lr=0.000010]
  2%|▏         | 123/6250 [00:30<24:46,  4.12it/s, loss=0.682632, lr=0.000010]
  2%|▏         | 123/6250 [00:30<24:46,  4.12it/s, loss=0.672159, lr=0.000010]
  2%|▏         | 124/6250 [00:30<24:47,  4.12it/s, loss=0.672159, lr=0.000010]
  2%|▏         | 124/6250 [00:30<24:47,  4.12it/s, loss=0.691464, lr=0.000010]
  2%|▏         | 125/6250 [00:30<24:44,  4.13it/s, loss=0.691464, lr=0.000010]
  2%|▏         | 125/6250 [00:31<24:44,  4.13it/s, loss=0.685924, lr=0.000010]
  2%|▏         | 126/6250 [00:31<24:42,  4.13it/s, loss=0.685924, lr=0.000010]
  2%|▏         | 126/6250 [00:31<24:42,  4.13it/s, loss=0.704179, lr=0.000010]
  2%|▏         | 127/6250 [00:31<24:45,  4.12it/s, loss=0.704179, lr=0.000010]
  2%|▏         | 127/6250 [00:31<24:45,  4.12it/s, loss=0.673170, lr=0.000010]
  2%|▏         | 128/6250 [00:31<24:43,  4.13it/s, loss=0.673170, lr=0.000010]
  2%|▏         | 128/6250 [00:31<24:43,  4.13it/s, loss=0.678951, lr=0.000010]
