experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,composite_id
examples_mnist_ff_025_parallel,2025-12-04T06:38:36.208559,examples,mnist_ff,True,True,18.880348920822144,0,Training completed successfully,,32.0,,10.0,,0.01,,2571.0,,,,,,,,,11.34999990463257,,,,,,,,,638.22,43.4,681.62,182.9777777777778,319.12,86.84,3293.6000000000004,66.38888888888889,74.0,46.5,100.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251203_225507/examples_mnist_ff_025_parallel/background_logs,18.880348920822144,0.0,Training completed successfully,examples_mnist_ff_025_parallel|2025-12-04T06:38:36.208559
MRT-OAST_default_013_parallel,2025-12-04T18:41:35.839824,MRT-OAST,default,True,True,794.7388417720795,0,Training completed successfully,,,0.2,5.0,,0.0001,,1334.0,0.0,0.8242,,,0.9426,,,0.8053,,,,,,,,,,28836.31,1919.6,30755.91,234.15206718346244,314.6,91.17,181233.69999999992,80.95865633074935,84.0,93.32558139534883,100.0,,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/MRT-OAST_default_013_parallel/background_logs,794.7388417720795,0.0,Training completed successfully,MRT-OAST_default_013_parallel|2025-12-04T18:41:35.839824
MRT-OAST_default_014_parallel,2025-12-04T19:09:19.172066,MRT-OAST,default,True,True,1570.2322535514832,0,Training completed successfully,,,0.2,10.0,,8.664548306003103e-05,,1334.0,0.0,0.8856,,,0.9248,,,0.795,,,,,,,,,,57028.94,3812.17,60841.11,234.91704575163425,314.64,89.98,359423.0800000004,80.74313725490197,84.0,94.55816993464052,100.0,,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/MRT-OAST_default_014_parallel/background_logs,1570.2322535514832,0.0,Training completed successfully,MRT-OAST_default_014_parallel|2025-12-04T19:09:19.172066
MRT-OAST_default_015_parallel,2025-12-04T19:37:05.321991,MRT-OAST,default,True,True,1573.0244054794312,0,Training completed successfully,,,0.1525213828442002,10.0,,0.0001,,1334.0,0.0,0.9182,,,0.9381,,,0.8285,,,,,,,,,,57306.47,3823.45,61129.92,233.3118982387478,317.11,89.7,357667.1400000004,80.15916503587736,84.0,94.6464448793216,100.0,,1.0,dropout,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/MRT-OAST_default_015_parallel/background_logs,1573.0244054794312,0.0,Training completed successfully,MRT-OAST_default_015_parallel|2025-12-04T19:37:05.321991
MRT-OAST_default_016_parallel,2025-12-04T20:04:55.925369,MRT-OAST,default,True,True,1577.5043678283691,0,Training completed successfully,,,0.2,10.0,,0.0001,,1334.0,0.0002792886222718,0.883,,,0.9316,,,0.7986,,,,,,,,,,57453.32,3867.61,61320.93,234.5118347430059,313.27,90.77,360444.69000000006,80.53610930383864,85.0,94.35068314899154,100.0,,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/MRT-OAST_default_016_parallel/background_logs,1577.5043678283691,0.0,Training completed successfully,MRT-OAST_default_016_parallel|2025-12-04T20:04:55.925369
MRT-OAST_default_017_parallel,2025-12-04T20:32:40.749435,MRT-OAST,default,True,True,1571.725076198578,0,Training completed successfully,,,0.2,10.0,,0.0001,,4777.0,0.0,0.7478,,,0.5967,,,0.6191,,,,,,,,,,57106.24,3804.91,60911.15,234.4190202482038,315.1,89.37,358895.52,80.55845852384063,84.0,94.55715218811234,100.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/MRT-OAST_default_017_parallel/background_logs,1571.725076198578,0.0,Training completed successfully,MRT-OAST_default_017_parallel|2025-12-04T20:32:40.749435
VulBERTa_mlp_018_parallel,2025-12-04T21:57:07.042756,VulBERTa,mlp,True,True,4917.582006454468,1,Training completed successfully,,,,13.0,,3e-05,,42.0,0.0,,,,,,,,,,,,,,,,,176029.99,11943.97,187973.96,228.40146942183284,318.65,89.8,1094271.440000001,79.4566896263828,84.0,91.5305781673972,100.0,,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/VulBERTa_mlp_018_parallel/background_logs,4917.582006454468,1.0,Training completed successfully,VulBERTa_mlp_018_parallel|2025-12-04T21:57:07.042756
VulBERTa_mlp_019_parallel,2025-12-04T23:01:23.639262,VulBERTa,mlp,True,True,3763.368213653565,0,Training completed successfully,,,,10.0,,1.6280532504633213e-05,,42.0,0.0,,,,,,,,,,,,,,,,,134500.06,9195.77,143695.83,231.1459819967268,318.44,88.94,847381.1700000004,79.62411347517731,84.0,91.33060556464812,100.0,,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/VulBERTa_mlp_019_parallel/background_logs,3763.368213653565,0.0,Training completed successfully,VulBERTa_mlp_019_parallel|2025-12-04T23:01:23.639262
VulBERTa_mlp_020_parallel,2025-12-05T00:06:30.500442,VulBERTa,mlp,True,True,3813.676256418228,0,Training completed successfully,,,,10.0,,3e-05,,42.0,5.026401340836871e-05,,,,,,,,,,,,,,,,,136605.39,9352.52,145957.91,229.0939451022604,319.64,88.61,851313.0999999995,79.28471474703983,84.0,91.79467168998924,100.0,,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/VulBERTa_mlp_020_parallel/background_logs,3813.676256418228,0.0,Training completed successfully,VulBERTa_mlp_020_parallel|2025-12-05T00:06:30.500442
VulBERTa_mlp_021_parallel,2025-12-05T01:11:11.285720,VulBERTa,mlp,True,True,3787.542891502381,0,Training completed successfully,,,,10.0,,3e-05,,1877.0,0.0,,,,,,,,,,,,,,,,,135849.07,9388.75,145237.82,229.0842574525743,319.17,89.76,845320.9099999991,79.20569105691057,84.0,91.55230352303523,100.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/VulBERTa_mlp_021_parallel/background_logs,3787.542891502381,0.0,Training completed successfully,VulBERTa_mlp_021_parallel|2025-12-05T01:11:11.285720
bug-localization-by-dnn-and-rvsm_default_005_parallel,2025-12-04T15:59:45.622155,bug-localization-by-dnn-and-rvsm,default,True,True,131.37542629241943,0,Training completed successfully,1e-05,,,,2.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,7859.32,327.68,8187.0,87.49550847457628,92.07,82.73,10324.47,56.52542372881356,58.0,7.338983050847458,14.0,,1.0,kfold,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_005_parallel/background_logs,131.37542629241943,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_005_parallel|2025-12-04T15:59:45.622155
bug-localization-by-dnn-and-rvsm_default_006_parallel,2025-12-04T16:17:18.635019,bug-localization-by-dnn-and-rvsm,default,True,True,959.9708709716796,0,Training completed successfully,1e-05,,,,10.0,,1864.0,42.0,,,,,,,,,,,,,,,,,,63325.21,2405.53,65730.74,86.81864864864862,94.24,73.86,67458.08999999998,60.83912483912484,63.0,3.669240669240669,14.0,,1.0,max_iter,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_006_parallel/background_logs,959.9708709716796,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_006_parallel|2025-12-04T16:17:18.635019
bug-localization-by-dnn-and-rvsm_default_007_parallel,2025-12-04T16:35:07.935328,bug-localization-by-dnn-and-rvsm,default,True,True,976.225355386734,0,Training completed successfully,1.4622212778224797e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,64389.0,2443.04,66832.04,87.53455120101137,93.76,74.92,69239.82999999999,62.13274336283186,63.0,3.761061946902655,14.0,,1.0,alpha,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_007_parallel/background_logs,976.225355386734,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_007_parallel|2025-12-04T16:35:07.935328
bug-localization-by-dnn-and-rvsm_default_008_parallel,2025-12-04T16:53:11.826791,bug-localization-by-dnn-and-rvsm,default,True,True,990.8498487472534,0,Training completed successfully,1e-05,,,,10.0,,10000.0,4779.0,,,,,,,,,,,,,,,,,,65501.13,2499.42,68000.55,87.79780548628426,94.4,73.92,70413.83999999998,62.39650872817955,63.0,3.6670822942643393,13.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_008_parallel/background_logs,990.8498487472534,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_008_parallel|2025-12-04T16:53:11.826791
examples_mnist_ff_001_parallel,2025-12-04T15:50:33.267219,examples,mnist_ff,True,True,9.840600967407228,0,Training completed successfully,,70.0,,10.0,,0.01,,1.0,,,,,,,,,3.97999994456768,,,,,,,,,311.83,22.42,334.25,101.9211111111111,129.02,80.57,917.29,49.22222222222222,51.0,22.0,46.0,,1.0,batch_size,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/examples_mnist_ff_001_parallel/background_logs,9.840600967407228,0.0,Training completed successfully,examples_mnist_ff_001_parallel|2025-12-04T15:50:33.267219
examples_mnist_ff_002_parallel,2025-12-04T15:52:17.868419,examples,mnist_ff,True,True,11.56293773651123,0,Training completed successfully,,32.0,,13.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,367.41,26.45,393.86,92.95090909090908,111.23,81.59,1022.46,50.54545454545455,52.0,12.636363636363637,31.0,,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/examples_mnist_ff_002_parallel/background_logs,11.56293773651123,0.0,Training completed successfully,examples_mnist_ff_002_parallel|2025-12-04T15:52:17.868419
examples_mnist_ff_003_parallel,2025-12-04T15:54:09.586551,examples,mnist_ff,True,True,18.6798038482666,0,Training completed successfully,,32.0,,10.0,,0.0092235883240427,,1.0,,,,,,,,,87.59999871253967,,,,,,,,,626.88,41.89,668.77,178.83833333333334,319.06,82.89,3219.09,56.94444444444444,65.0,45.888888888888886,100.0,,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/examples_mnist_ff_003_parallel/background_logs,18.6798038482666,0.0,Training completed successfully,examples_mnist_ff_003_parallel|2025-12-04T15:54:09.586551
examples_mnist_ff_004_parallel,2025-12-04T15:56:01.207609,examples,mnist_ff,True,True,18.58280611038208,0,Training completed successfully,,32.0,,10.0,,0.01,,1516.0,,,,,,,,,8.9199997484684,,,,,,,,,631.01,42.77,673.78,179.8638888888889,318.72,84.46,3237.55,58.888888888888886,67.0,46.77777777777778,100.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/examples_mnist_ff_004_parallel/background_logs,18.58280611038208,0.0,Training completed successfully,examples_mnist_ff_004_parallel|2025-12-04T15:56:01.207609
MRT-OAST_default_005,2025-12-05T21:40:59.101497,MRT-OAST,default,False,True,781.5995998382568,0,Training completed successfully,,,0.1944277935309872,6.0,,9.400121124861952e-05,,3775.0,0.0003539602775746,0.848,,,0.948565,,,0.724866,,,,,,,,,,23124.13,1775.62,24899.75,268.00774535809035,316.32,72.27,202077.8400000001,79.08620689655173,84.0,91.842175066313,98.0,,5.0,,,,,,,,,,MRT-OAST_default_005|2025-12-05T21:40:59.101497
bug-localization-by-dnn-and-rvsm_default_006,2025-12-05T21:48:39.829870,bug-localization-by-dnn-and-rvsm,default,False,True,397.6932189464569,0,Training completed successfully,9.823897846577588e-06,,,,5.0,,11879.0,1520.0,,,,,,,,,,,,,,,,,,25124.17,956.9,26081.07,76.22346590909089,85.44,68.56,13415.329999999996,59.24431818181818,64.0,0.2556818181818182,3.0,,4.0,,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_006|2025-12-05T21:48:39.829870
examples_mnist_ff_002,2025-12-05T21:21:30.485896,examples,mnist_ff,False,True,8.171283483505249,0,Training completed successfully,,127.0,,5.0,,0.0104135363989588,,9646.0,,,,,,,,,7.31000006198883,,,,,,,,,205.31,16.97,222.28,77.98166666666667,83.37,71.95,467.89,51.833333333333336,52.0,0.5,3.0,,4.0,,,,,,,,,,examples_mnist_ff_002|2025-12-05T21:21:30.485896
VulBERTa_mlp_001,2025-12-06T23:16:47.618785,VulBERTa,mlp,False,True,5113.506541252136,0,Training completed successfully,,,,16.0,,3.512885802156829e-05,,7572.0,0.0002078083759177,,,,,,,,,,,,,,,,,148800.66,11658.77,160459.43,222.8212226460557,319.44,3.77,1109872.5100000035,77.54085524994981,84.0,89.82553704075487,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_001|2025-12-06T23:16:47.618785
VulBERTa_mlp_002,2025-12-07T00:25:57.048227,VulBERTa,mlp,False,True,4146.175788402557,0,Training completed successfully,,,,13.0,,2.3551672546759903e-05,,1442.0,0.000813606195112,,,,,,,,,,,,,,,,,120017.07,9399.74,129416.81,221.3220312112955,319.25,5.9,893477.0399999999,77.90487986128313,84.0,89.44785731979192,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_002|2025-12-07T00:25:57.048227
VulBERTa_mlp_003,2025-12-07T01:55:42.277747,VulBERTa,mlp,False,True,5381.929689407349,0,Training completed successfully,,,,17.0,,2.056676710708977e-05,,4287.0,4.719110412789888e-05,,,,,,,,,,,,,,,,,155980.3,12127.05,168107.35,225.95992941625303,319.42,5.47,1184481.9499999986,78.1755055322396,84.0,89.55284242655475,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_003|2025-12-07T01:55:42.277747
VulBERTa_mlp_004,2025-12-07T03:35:36.113824,VulBERTa,mlp,False,True,5990.543906211853,0,Training completed successfully,,,,19.0,,1.69379609808874e-05,,4801.0,1.7778253650744965e-05,,,,,,,,,,,,,,,,,173748.8,13570.1,187318.9,224.5648174807207,319.66,5.85,1310335.710000005,78.04815766923736,84.0,89.70899742930591,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_004|2025-12-07T03:35:36.113824
VulBERTa_mlp_005,2025-12-07T04:34:37.275271,VulBERTa,mlp,False,True,3538.063109397888,0,Training completed successfully,,,,11.0,,3.618934717539176e-05,,6048.0,1.0342038135253116e-05,,,,,,,,,,,,,,,,,102502.09,8024.11,110526.2,224.83869956458653,319.13,5.83,774569.3200000006,78.24034833091437,84.0,88.9732946298984,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_005|2025-12-07T04:34:37.275271
VulBERTa_mlp_006,2025-12-07T06:09:31.374998,VulBERTa,mlp,False,True,5690.836540222168,0,Training completed successfully,,,,18.0,,2.0300180363040152e-05,,9670.0,1.0965420517115323e-05,,,,,,,,,,,,,,,,,165151.93,12851.62,178003.55,227.45127164502225,319.37,5.53,1260989.8500000034,78.3277417027417,83.0,89.33567821067821,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_006|2025-12-07T06:09:31.374998
VulBERTa_mlp_007,2025-12-07T07:18:24.673397,VulBERTa,mlp,False,True,4130.135413169861,0,Training completed successfully,,,,13.0,,2.3878693991998133e-05,,2775.0,2.2151760908432456e-05,,,,,,,,,,,,,,,,,120572.81,9334.3,129907.11,229.50827697662837,318.86,5.44,923082.2899999992,78.42093485827947,84.0,89.19990054699154,100.0,,4.0,,,,,,,,,,VulBERTa_mlp_007|2025-12-07T07:18:24.673397
MRT-OAST_default_064,2025-12-10T15:31:44.764030,MRT-OAST,default,False,True,1610.164167881012,0,Training completed successfully,,,0.057223224988707,12.0,,0.0001045432085615,,1980.0,5.099408876339461e-05,0.9734,,,0.9417,,,0.8125,,,,,,,,,,47544.12,3619.47,51163.59,224.48188703466008,316.68,76.6,349742.7800000004,79.89216944801026,85.0,92.002567394095,98.0,,5.0,,,,,,,,,,MRT-OAST_default_064|2025-12-10T15:31:44.764030
MRT-OAST_default_065,2025-12-10T16:02:46.817760,MRT-OAST,default,False,True,1858.944219827652,0,Training completed successfully,,,0.0845538268755092,14.0,,0.0001165834738796,,7543.0,7.834941202620763e-05,0.9892,,,0.937,,,0.8424,,,,,,,,,,55133.0,4220.08,59353.08,218.8688858093128,316.91,81.6,394839.47000000026,79.85144124168514,85.0,93.2139689578714,100.0,,5.0,,,,,,,,,,MRT-OAST_default_065|2025-12-10T16:02:46.817760
MRT-OAST_default_066,2025-12-10T16:36:01.137767,MRT-OAST,default,False,True,1991.2051544189453,0,Training completed successfully,,,0.1874495575720138,15.0,,0.0001098901409415,,8290.0,0.0005436690491655,0.9144,,,0.8996,,,0.7686,,,,,,,,,,59160.08,4511.3,63671.38,218.34555842812787,316.36,81.64,422280.3099999993,79.60186142709411,85.0,93.32419855222336,99.0,,5.0,,,,,,,,,,MRT-OAST_default_066|2025-12-10T16:36:01.137767
MRT-OAST_default_067,2025-12-10T17:07:09.126477,MRT-OAST,default,False,True,1864.879728794098,0,Training completed successfully,,,0.1801427693271612,14.0,,5.182099840744783e-05,,220.0,2.3417159503971232e-05,0.8698,,,0.8746,,,0.6925,,,,,,,,,,55422.43,4218.68,59641.11,218.5512320441987,316.76,82.02,395577.7299999997,79.3,85.0,93.19447513812156,100.0,,5.0,,,,,,,,,,MRT-OAST_default_067|2025-12-10T17:07:09.126477
MRT-OAST_default_068,2025-12-10T17:22:56.674363,MRT-OAST,default,False,True,944.4763000011444,0,Training completed successfully,,,0.1950011062293801,7.0,,0.0001409302001085,,6234.0,0.0006521186784033,0.8474,,,0.931,,,0.8285,,,,,,,,,,28029.51,2148.0,30177.51,217.20815991237703,316.86,81.6,198311.05000000025,79.20043811610077,85.0,92.4184008762322,99.0,,5.0,,,,,,,,,,MRT-OAST_default_068|2025-12-10T17:22:56.674363
MRT-OAST_default_069,2025-12-10T17:34:13.400761,MRT-OAST,default,False,True,673.6653892993927,0,Training completed successfully,,,0.1957723884108081,5.0,,5.767245452876503e-05,,8700.0,2.686847575517112e-05,0.7564,,,0.9008,,,0.7355,,,,,,,,,,20037.11,1531.2,21568.31,224.8850385208013,317.01,81.35,145950.39000000004,80.42372881355932,85.0,91.9753466872111,97.0,,5.0,,,,,,,,,,MRT-OAST_default_069|2025-12-10T17:34:13.400761
MRT-OAST_default_070,2025-12-10T17:56:33.722663,MRT-OAST,default,False,True,1337.2345378398895,0,Training completed successfully,,,0.2880816295005849,10.0,,0.0001169150216768,,6691.0,3.0743223878557735e-05,0.869,,,0.9125,,,0.7698,,,,,,,,,,39765.85,3036.31,42802.16,217.2965354938271,316.76,82.17,281616.3099999999,79.49845679012346,85.0,92.82793209876544,97.0,,4.0,,,,,,,,,,MRT-OAST_default_070|2025-12-10T17:56:33.722663
bug-localization-by-dnn-and-rvsm_default_059_parallel,2025-12-10T14:24:52.775512,bug-localization-by-dnn-and-rvsm,default,True,True,819.9633481502533,0,Training completed successfully,1e-05,,,,7.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55986.66,2079.51,58066.17,157.3425112107623,271.39,94.35,105262.13999999998,74.27653213751869,84.0,30.99252615844544,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_059_parallel/background_logs,819.9633481502533,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_059_parallel|2025-12-10T14:24:52.775512
bug-localization-by-dnn-and-rvsm_default_060_parallel,2025-12-10T14:29:46.268613,bug-localization-by-dnn-and-rvsm,default,True,True,200.4217653274536,0,Training completed successfully,1e-05,,,,2.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,13151.05,511.33,13662.38,209.47180790960465,268.89,118.97,37076.51000000002,78.71751412429379,83.0,43.32768361581921,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_060_parallel/background_logs,200.4217653274536,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_060_parallel|2025-12-10T14:29:46.268613
bug-localization-by-dnn-and-rvsm_default_061_parallel,2025-12-10T14:41:02.122528,bug-localization-by-dnn-and-rvsm,default,True,True,582.8133907318115,0,Training completed successfully,1e-05,,,,5.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,39598.24,1483.75,41081.99,163.33769230769238,268.33,98.39,78565.43000000004,74.11434511434511,83.0,32.5010395010395,76.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_061_parallel/background_logs,582.8133907318115,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_061_parallel|2025-12-10T14:41:02.122528
bug-localization-by-dnn-and-rvsm_default_062_parallel,2025-12-10T14:50:16.726506,bug-localization-by-dnn-and-rvsm,default,True,True,461.56404757499695,0,Training completed successfully,1e-05,,,,4.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,31222.26,1171.44,32393.7,171.16474093264256,269.22,92.79,66069.59000000003,74.70207253886011,83.0,33.984455958549226,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_062_parallel/background_logs,461.56404757499695,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_062_parallel|2025-12-10T14:50:16.726506
bug-localization-by-dnn-and-rvsm_default_063_parallel,2025-12-10T15:03:51.495705,bug-localization-by-dnn-and-rvsm,default,True,True,721.7255232334137,0,Training completed successfully,1e-05,,,,6.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,49235.44,1832.73,51068.17,156.09021959459452,268.71,94.63,92405.40999999996,73.34628378378379,83.0,31.44087837837838,73.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_063_parallel/background_logs,721.7255232334137,0.0,Training completed successfully,bug-localization-by-dnn-and-rvsm_default_063_parallel|2025-12-10T15:03:51.495705
examples_mnist_ff_021_parallel,2025-12-10T11:43:33.237717,examples,mnist_ff,True,True,34.30015468597412,0,Training completed successfully,,32.0,,9.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,1161.51,89.49,1251.0,260.27666666666664,270.57,245.76,8589.13,82.15151515151516,83.0,72.66666666666667,97.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_021_parallel/background_logs,34.30015468597412,0.0,Training completed successfully,examples_mnist_ff_021_parallel|2025-12-10T11:43:33.237717
examples_mnist_ff_022_parallel,2025-12-10T11:45:21.008339,examples,mnist_ff,True,True,14.732366800308228,0,Training completed successfully,,32.0,,7.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,500.3,36.73,537.03,266.5207142857143,274.8,252.16,3731.29,81.42857142857143,82.0,73.14285714285714,97.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_022_parallel/background_logs,14.732366800308228,0.0,Training completed successfully,examples_mnist_ff_022_parallel|2025-12-10T11:45:21.008339
examples_mnist_ff_023_parallel,2025-12-10T11:47:08.640865,examples,mnist_ff,True,True,14.594385623931885,0,Training completed successfully,,32.0,,13.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,490.92,36.32,527.24,262.3928571428572,271.81,254.45,3673.5,80.64285714285714,82.0,74.85714285714286,97.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_023_parallel/background_logs,14.594385623931885,0.0,Training completed successfully,examples_mnist_ff_023_parallel|2025-12-10T11:47:08.640865
examples_mnist_ff_024_parallel,2025-12-10T11:48:56.074413,examples,mnist_ff,True,True,14.395693063735962,0,Training completed successfully,,32.0,,8.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,481.11,36.0,517.11,257.2738461538462,269.31,249.88,3344.5600000000004,80.38461538461539,81.0,71.92307692307692,97.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_024_parallel/background_logs,14.395693063735962,0.0,Training completed successfully,examples_mnist_ff_024_parallel|2025-12-10T11:48:56.074413
examples_mnist_ff_025_parallel,2025-12-10T11:50:44.049412,examples,mnist_ff,True,True,14.937036037445068,0,Training completed successfully,,32.0,,15.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,508.28,37.5,545.78,264.14642857142854,273.44,253.2,3698.05,80.0,81.0,77.71428571428571,97.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_025_parallel/background_logs,14.937036037445068,0.0,Training completed successfully,examples_mnist_ff_025_parallel|2025-12-10T11:50:44.049412
examples_mnist_ff_026_parallel,2025-12-10T11:52:43.728509,examples,mnist_ff,True,True,26.640061378479004,0,Training completed successfully,,32.0,,10.0,,0.0170777844910995,,1.0,,,,,,,,,90.24999737739564,,,,,,,,,931.96,67.53,999.49,282.9291999999999,315.89,252.72,7073.229999999998,81.4,83.0,87.68,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/examples_mnist_ff_026_parallel/background_logs,26.640061378479004,0.0,Training completed successfully,examples_mnist_ff_026_parallel|2025-12-10T11:52:43.728509
