experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,composite_id
mutation_2x_safe__VulBERTa_mlp_088,2025-11-23T15:33:08.907379,VulBERTa,mlp,False,True,87.70080471038818,0,Training completed successfully,,,,,,3.4238263388520385e-05,,,,,,,,,,,,,,,,,,,,5932.93,418.56,6351.49,182.9494047619047,286.24,133.0,15367.749999999996,69.17857142857143,73.0,98.8095238095238,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_088|2025-11-23T15:33:08.907379
mutation_2x_safe__VulBERTa_mlp_089,2025-11-23T15:35:36.642375,VulBERTa,mlp,False,True,87.73162531852722,0,Training completed successfully,,,,,,,,,3.296007164140619e-05,,,,,,,,,,,,,,,,,5921.48,417.55,6339.03,184.2855952380953,307.99,163.85,15479.990000000003,69.72619047619048,74.0,99.9404761904762,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_089|2025-11-23T15:35:36.642375
mutation_2x_safe__VulBERTa_mlp_090,2025-11-23T15:38:04.407931,VulBERTa,mlp,False,True,87.76237845420837,0,Training completed successfully,,,,,,,,,3.744668106380706e-05,,,,,,,,,,,,,,,,,5929.05,420.09,6349.14,186.09142857142865,309.97,136.28,15631.680000000006,69.75,73.0,99.58333333333331,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_090|2025-11-23T15:38:04.407931
mutation_2x_safe__VulBERTa_mlp_091,2025-11-23T15:40:31.873302,VulBERTa,mlp,False,True,87.46201586723328,0,Training completed successfully,,,,,,,,7023.0,,,,,,,,,,,,,,,,,,5915.21,415.25,6330.46,182.3571428571429,183.25,181.88,15318.000000000004,69.02380952380952,70.0,100.0,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_091|2025-11-23T15:40:31.873302
mutation_2x_safe__VulBERTa_mlp_092,2025-11-23T15:42:59.643973,VulBERTa,mlp,False,True,87.76754570007324,0,Training completed successfully,,,,,,,,2719.0,,,,,,,,,,,,,,,,,,5928.52,417.36,6345.88,184.00035714285715,274.47,141.17,15456.03,69.63095238095238,75.0,98.8095238095238,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_092|2025-11-23T15:42:59.643973
mutation_2x_safe__VulBERTa_mlp_093_parallel,2025-11-23T15:46:07.288101,VulBERTa,mlp,True,True,97.63652324676514,0,Training completed successfully,,,,20.0,,,,,,,,,,,,,,,,,,,,,,6584.57,481.43,7066.0,183.88591397849456,319.46,132.73,17101.389999999996,69.80645161290323,75.0,98.66666666666669,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_093_parallel/background_logs,97.63652324676514,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_093_parallel|2025-11-23T15:46:07.288101
mutation_2x_safe__VulBERTa_mlp_094_parallel,2025-11-23T15:49:17.328652,VulBERTa,mlp,True,True,100.03141760826112,0,Training completed successfully,,,,7.0,,,,,,,,,,,,,,,,,,,,,,6730.62,495.69,7226.31,179.68187499999996,180.47,179.07,17249.459999999995,69.0,69.0,100.0,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_094_parallel/background_logs,100.03141760826112,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_094_parallel|2025-11-23T15:49:17.328652
mutation_2x_safe__VulBERTa_mlp_095_parallel,2025-11-23T15:52:26.766841,VulBERTa,mlp,True,True,99.42908883094788,0,Training completed successfully,,,,,,2.4683001870555256e-05,,,,,,,,,,,,,,,,,,,,6701.29,492.43,7193.72,182.64147368421055,183.82,181.48,17350.940000000006,69.06315789473685,70.0,100.0,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_095_parallel/background_logs,99.42908883094788,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_095_parallel|2025-11-23T15:52:26.766841
mutation_2x_safe__VulBERTa_mlp_096_parallel,2025-11-23T15:55:35.879669,VulBERTa,mlp,True,True,99.10336995124815,0,Training completed successfully,,,,,,2.3439673303020184e-05,,,,,,,,,,,,,,,,,,,,6692.72,488.0,7180.72,185.8317894736842,319.26,157.89,17654.02,70.23157894736842,75.0,99.2,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_096_parallel/background_logs,99.10336995124815,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_096_parallel|2025-11-23T15:55:35.879669
mutation_2x_safe__VulBERTa_mlp_097_parallel,2025-11-23T15:58:45.323426,VulBERTa,mlp,True,True,99.43442940711977,0,Training completed successfully,,,,,,,,,1.9515045134764296e-05,,,,,,,,,,,,,,,,,6709.53,490.35,7199.88,189.636947368421,190.62,188.25,18015.509999999995,70.62105263157895,71.0,100.0,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_097_parallel/background_logs,99.43442940711977,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_097_parallel|2025-11-23T15:58:45.323426
mutation_2x_safe__VulBERTa_mlp_098_parallel,2025-11-23T16:01:53.074035,VulBERTa,mlp,True,True,97.7412223815918,0,Training completed successfully,,,,,,,,,2.7447082173123794e-05,,,,,,,,,,,,,,,,,6585.47,480.51,7065.98,183.82521276595745,301.79,141.35,17279.569999999996,70.09574468085107,75.0,99.14893617021276,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_098_parallel/background_logs,97.7412223815918,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_098_parallel|2025-11-23T16:01:53.074035
mutation_2x_safe__VulBERTa_mlp_099_parallel,2025-11-23T16:05:02.562752,VulBERTa,mlp,True,True,99.47952604293825,0,Training completed successfully,,,,,,,,2692.0,,,,,,,,,,,,,,,,,,6704.82,490.5,7195.32,178.20778947368427,178.98,177.5,16929.740000000005,69.12631578947368,70.0,100.0,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_099_parallel/background_logs,99.47952604293825,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_099_parallel|2025-11-23T16:05:02.562752
mutation_2x_safe__VulBERTa_mlp_100_parallel,2025-11-23T16:08:12.172109,VulBERTa,mlp,True,True,99.60020637512208,0,Training completed successfully,,,,,,,,2992.0,,,,,,,,,,,,,,,,,,6719.26,492.46,7211.72,182.14073684210533,317.22,165.3,17303.370000000006,69.87368421052632,75.0,100.0,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_100_parallel/background_logs,99.60020637512208,0.0,Training completed successfully,mutation_2x_safe__VulBERTa_mlp_100_parallel|2025-11-23T16:08:12.172109
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101,2025-11-23T16:46:29.199351,bug-localization-by-dnn-and-rvsm,default,False,True,2237.0052196979523,0,Training completed successfully,,,,,,,2813.0,,,,,,,,,,,,,,,,,,,168519.87,10144.92,178664.79,182.0718108108105,313.08,126.25,336832.84999999945,69.85621621621621,75.0,99.70432432432432,100.0,default,1.0,max_iter,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101|2025-11-23T16:46:29.199351
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102,2025-11-23T17:24:15.742810,bug-localization-by-dnn-and-rvsm,default,False,True,2206.523845434189,0,Training completed successfully,,,,,,,12193.0,,,,,,,,,,,,,,,,,,,166244.0,10007.09,176251.09,179.33712021857897,314.61,120.8,328186.92999999947,70.16830601092896,76.0,99.62677595628416,100.0,default,1.0,max_iter,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102|2025-11-23T17:24:15.742810
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,2025-11-23T18:02:08.850618,bug-localization-by-dnn-and-rvsm,default,False,True,2213.0879476070404,0,Training completed successfully,1.875842452824886e-05,,,,,,,,,,,,,,,,,,,,,,,,,166630.34,10107.48,176737.82,179.64279956427015,316.03,121.26,329824.18,70.32407407407408,75.0,99.61873638344228,100.0,default,1.0,alpha,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103|2025-11-23T18:02:08.850618
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,2025-11-23T18:39:59.353790,bug-localization-by-dnn-and-rvsm,default,False,True,2210.483597755432,0,Training completed successfully,6.596035512417656e-06,,,,,,,,,,,,,,,,,,,,,,,,,166522.78,10085.44,176608.22,181.32165298303207,318.88,121.83,331274.6599999996,70.23535851122058,75.0,99.3935413245758,100.0,default,1.0,alpha,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104|2025-11-23T18:39:59.353790
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,2025-11-23T19:17:55.103264,bug-localization-by-dnn-and-rvsm,default,False,True,2215.7297196388245,0,Training completed successfully,,,,,,,,9036.0,,,,,,,,,,,,,,,,,,167044.72,10144.36,177189.08,180.80293668122272,308.34,123.42,331230.98000000004,69.9934497816594,75.0,99.62390829694324,100.0,default,1.0,seed,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105|2025-11-23T19:17:55.103264
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106,2025-11-23T19:55:48.003645,bug-localization-by-dnn-and-rvsm,default,False,True,2212.880748987198,0,Training completed successfully,,,,,,,,2062.0,,,,,,,,,,,,,,,,,,166581.38,10129.97,176711.35,181.587863387978,317.93,124.24,332305.78999999975,69.88469945355192,75.0,99.5136612021858,100.0,default,1.0,seed,,,,,,,,,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106|2025-11-23T19:55:48.003645
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,2025-11-23T20:34:22.599309,bug-localization-by-dnn-and-rvsm,default,True,True,2224.571357727051,0,Training completed successfully,,,,,,,15068.0,,,,,,,,,,,,,,,,,,,167502.06,10146.45,177648.51,181.2109337676439,319.99,125.93,333790.54000000004,69.82193268186754,74.0,99.58414766558089,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_107_parallel/background_logs,2224.571357727051,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel|2025-11-23T20:34:22.599309
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,2025-11-23T21:12:48.621107,bug-localization-by-dnn-and-rvsm,default,True,True,2215.997578859329,0,Training completed successfully,,,,,,,1927.0,,,,,,,,,,,,,,,,,,,166851.09,10077.34,176928.43,181.5363195201746,316.5,121.01,332937.6100000002,69.76717557251908,75.0,99.62977099236642,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_108_parallel/background_logs,2215.997578859329,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel|2025-11-23T21:12:48.621107
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,2025-11-23T21:51:23.442615,bug-localization-by-dnn-and-rvsm,default,True,True,2224.7973124980927,0,Training completed successfully,6.251717651898004e-06,,,,,,,,,,,,,,,,,,,,,,,,,167542.1,10171.36,177713.46,182.9160217983648,317.26,123.37,335650.8999999993,69.46811989100817,74.0,99.48719346049046,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_109_parallel/background_logs,2224.7973124980927,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel|2025-11-23T21:51:23.442615
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,2025-11-23T22:29:54.952930,bug-localization-by-dnn-and-rvsm,default,True,True,2221.4864585399628,0,Training completed successfully,1.0557984747514712e-05,,,,,,,,,,,,,,,,,,,,,,,,,167370.11,10154.51,177524.62,181.1673879781422,312.28,127.65,331536.3200000002,69.17868852459016,75.0,99.64207650273224,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_110_parallel/background_logs,2221.4864585399628,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel|2025-11-23T22:29:54.952930
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,2025-11-23T23:06:56.327013,bug-localization-by-dnn-and-rvsm,default,True,True,2131.350720643997,0,Training completed successfully,,,,,,,,5153.0,,,,,,,,,,,,,,,,,,160092.85,9668.83,169761.68,184.3466363118956,312.64,131.63,323897.0400000006,69.17757541263518,74.0,99.3915765509391,100.0,default,1.0,seed,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_111_parallel/background_logs,2131.350720643997,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel|2025-11-23T23:06:56.327013
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel,2025-11-23T23:44:50.275519,bug-localization-by-dnn-and-rvsm,default,True,True,2183.9249889850616,0,Training completed successfully,,,,,,,,541.0,,,,,,,,,,,,,,,,,,164203.63,9867.1,174070.73,183.31964444444412,316.36,127.35,329975.35999999946,69.22055555555555,75.0,99.46666666666668,100.0,default,1.0,seed,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_112_parallel/background_logs,2183.9249889850616,0.0,Training completed successfully,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel|2025-11-23T23:44:50.275519
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,2025-11-24T01:00:59.445396,Person_reID_baseline_pytorch,densenet121,False,True,4508.389322042465,0,Training completed successfully,,,,52.0,,,,,,,,0.737258,,0.904394,0.962886,,,,,,,,,,,303972.97,22236.23,326209.2,190.2486757254724,319.66,173.25,826059.7500000013,70.33095347766006,76.0,99.7448180561953,100.0,mutation_2x_safe,1.0,epochs,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113|2025-11-24T01:00:59.445396
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,2025-11-24T02:56:25.177285,Person_reID_baseline_pytorch,densenet121,False,True,6864.534966945648,0,Training completed successfully,,,,81.0,,,,,,,,0.765536,,0.904691,0.968824,,,,,,,,,,,461771.88,33903.12,495675.0,191.9379249848757,319.78,156.6,1269093.5599999984,69.69812462189958,76.0,99.8020266182698,100.0,mutation_2x_safe,1.0,epochs,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114|2025-11-24T02:56:25.177285
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,2025-11-24T04:22:49.028448,Person_reID_baseline_pytorch,densenet121,False,True,5122.951269865036,0,Training completed successfully,,,,,,0.0352659833106705,,,,,,0.744607,,0.902019,0.963777,,,,,,,,,,,344609.81,25181.09,369790.9,192.9581661600812,320.6,157.51,952248.5500000004,69.75724417426545,76.0,99.74650455927052,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115|2025-11-24T04:22:49.028448
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,2025-11-24T05:48:59.062307,Person_reID_baseline_pytorch,densenet121,False,True,5109.1337077617645,0,Training completed successfully,,,,,,0.0335153279273252,,,,,,0.734409,,0.897862,0.961995,,,,,,,,,,,343644.87,25269.46,368914.33,193.037669172932,320.1,173.66,949938.3699999984,69.78419020524284,76.0,99.7640723430197,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116|2025-11-24T05:48:59.062307
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,2025-11-24T07:14:48.736356,Person_reID_baseline_pytorch,densenet121,False,True,5088.774070978165,0,Training completed successfully,,,0.5225492919437038,,,,,,,,,0.744781,,0.904097,0.964371,,,,,,,,,,,341929.06,25231.31,367160.37,193.0445052030196,320.33,175.26,946111.1199999992,69.52805549887778,76.0,99.7724954091002,100.0,mutation_2x_safe,1.0,dropout,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117|2025-11-24T07:14:48.736356
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,2025-11-24T08:40:57.948671,Person_reID_baseline_pytorch,densenet121,False,True,5108.311867713928,0,Training completed successfully,,,0.5287922547131229,,,,,,,,,0.738528,,0.899644,0.957542,,,,,,,,,,,343599.98,25229.5,368829.48,192.97290243902464,319.55,169.22,949426.6800000012,69.71930894308943,76.0,99.77012195121952,100.0,mutation_2x_safe,1.0,dropout,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118|2025-11-24T08:40:57.948671
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,2025-11-24T10:08:57.127763,Person_reID_baseline_pytorch,densenet121,False,True,5218.277374982834,0,Training completed successfully,,,,,,,,5042.0,,,,0.751914,,0.904394,0.967637,,,,,,,,,,,351711.26,25611.53,377322.79,220.0825686430556,320.22,8.77,1106134.9899999974,77.57879029048945,84.0,71.8366494230004,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119|2025-11-24T10:08:57.127763
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,2025-11-24T11:24:09.073274,Person_reID_baseline_pytorch,densenet121,False,True,4451.051681518555,0,Training completed successfully,,,,,,,,415.0,,,,0.713121,,0.886876,0.957838,,,,,,,,,,,299565.75,22314.6,321880.35,233.48641223155977,251.6,5.21,1000255.790000002,81.8608776844071,84.0,58.17390289449113,71.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120|2025-11-24T11:24:09.073274
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel,2025-11-24T13:56:41.608944,Person_reID_baseline_pytorch,densenet121,True,True,4585.107795238495,1,Training completed successfully,,,,79.0,,,,,,,,0.755486,,0.91152,0.967043,,,,,,,,,,,318738.53,23451.93,342190.46,222.12472991375336,291.43,5.89,978681.5599999974,81.60508397639582,84.0,48.09418974126192,98.0,mutation_2x_safe,1.0,epochs,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_121_parallel/background_logs,4585.107795238495,1.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel|2025-11-24T13:56:41.608944
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel,2025-11-24T14:50:08.643030,Person_reID_baseline_pytorch,densenet121,True,True,3116.409588098526,0,Training completed successfully,,,,53.0,,,,,,,,0.745102,,0.902019,0.962886,,,,,,,,,,,216548.7,15976.87,232525.57,222.52513684913228,288.69,4.95,666685.3100000003,81.10013351134846,85.0,48.10447263017357,98.0,mutation_2x_safe,1.0,epochs,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_122_parallel/background_logs,3116.409588098526,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel|2025-11-24T14:50:08.643030
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel,2025-11-24T15:49:59.307243,Person_reID_baseline_pytorch,densenet121,True,True,3499.9762694835663,0,Training completed successfully,,,,,,0.0650315263997169,,,,,,0.722645,,0.894893,0.95962,,,,,,,,,,,243099.41,17985.86,261085.27,221.74197086801348,289.41,5.05,745939.9899999973,81.17211652794292,84.0,48.44589774078478,97.0,mutation_2x_safe,1.0,learning_rate,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_123_parallel/background_logs,3499.9762694835663,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel|2025-11-24T15:49:59.307243
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel,2025-11-24T16:50:03.244140,Person_reID_baseline_pytorch,densenet121,True,True,3513.2128460407257,0,Training completed successfully,,,,,,0.0609624176254257,,,,,,0.741641,,0.897268,0.958729,,,,,,,,,,,244216.13,18036.41,262252.54,218.0346313295824,276.91,5.28,736302.9499999997,81.32306781166716,84.0,46.97867930115487,96.0,mutation_2x_safe,1.0,learning_rate,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_124_parallel/background_logs,3513.2128460407257,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel|2025-11-24T16:50:03.244140
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel,2025-11-24T17:49:32.651255,Person_reID_baseline_pytorch,densenet121,True,True,3478.7314422130585,0,Training completed successfully,,,0.5799426108821123,,,,,,,,,0.749506,,0.904394,0.958135,,,,,,,,,,,241875.34,17831.77,259707.11,219.6612653305409,285.66,5.31,734327.6099999982,81.52527669757703,84.0,48.235118157343706,97.0,mutation_2x_safe,1.0,dropout,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_125_parallel/background_logs,3478.7314422130585,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel|2025-11-24T17:49:32.651255
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel,2025-11-24T18:49:17.395995,Person_reID_baseline_pytorch,densenet121,True,True,3494.0574600696564,0,Training completed successfully,,,0.449752329448274,,,,,,,,,0.7203,,0.887173,0.959323,,,,,,,,,,,242447.79,17865.51,260313.3,223.10175945221812,288.38,5.14,749398.8100000008,80.56326287585591,84.0,48.433462339982135,97.0,mutation_2x_safe,1.0,dropout,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_126_parallel/background_logs,3494.0574600696564,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel|2025-11-24T18:49:17.395995
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel,2025-11-24T20:06:04.898023,Person_reID_baseline_pytorch,densenet121,True,True,4516.6108729839325,0,Training completed successfully,,,,,,,,8634.0,,,,0.741186,,0.90291,0.962292,,,,,,,,,,,313903.93,23175.12,337079.05,234.5416900759847,289.74,5.21,1018614.5600000016,82.1977895463965,84.0,61.09647708956942,100.0,mutation_2x_safe,1.0,seed,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_127_parallel/background_logs,4516.6108729839325,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel|2025-11-24T20:06:04.898023
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel,2025-11-24T21:22:47.873233,Person_reID_baseline_pytorch,densenet121,True,True,4512.077016115189,0,Training completed successfully,,,,,,,,5387.0,,,,0.720131,,0.890736,0.962589,,,,,,,,,,,313144.21,23001.31,336145.52,235.73275074936643,288.45,5.41,1022372.9400000024,82.07263085081854,85.0,60.99538851740834,97.0,mutation_2x_safe,1.0,seed,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_128_parallel/background_logs,4512.077016115189,0.0,Training completed successfully,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel|2025-11-24T21:22:47.873233
mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,2025-11-24T22:45:00.092496,Person_reID_baseline_pytorch,hrnet18,False,True,4871.6435170173645,0,Training completed successfully,,,,37.0,,,,,,,,0.582134,,0.806413,0.928444,,,,,,,,,,,326438.17,24034.56,350472.73,129.58319198806774,162.82,5.35,608133.9200000019,69.43447688046027,73.0,35.88365650969529,41.0,mutation_2x_safe,1.0,epochs,,,,,,,,,mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129|2025-11-24T22:45:00.092496
MRT-OAST_default_001,2025-11-26T23:05:10.088419,MRT-OAST,default,False,True,1038.1196410655975,0,Training completed successfully,,,0.2,8.0,,0.0001,,1334.0,0.0,0.867,,,0.976605,,,0.742656,,,,,,,,,,30532.01,2330.97,32862.98,263.25598802395183,316.41,67.78,263782.4999999997,77.98203592814372,83.0,91.23552894211576,97.0,,1.0,epochs,,,,,,,,,MRT-OAST_default_001|2025-11-26T23:05:10.088419
MRT-OAST_default_002,2025-11-26T23:32:14.385068,MRT-OAST,default,False,True,1561.193340063095,0,Training completed successfully,,,0.2,12.0,,0.0001,,1334.0,0.0,0.9244,,,0.9272,,,0.7978,,,,,,,,,,46239.05,3513.29,49752.34,238.4233135313529,317.91,76.43,361211.31999999966,79.53201320132013,84.0,92.92541254125412,100.0,,1.0,epochs,,,,,,,,,MRT-OAST_default_002|2025-11-26T23:32:14.385068
