energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,perf_best_val_accuracy,perf_test_accuracy
210862.51,15933.22,226795.73,192.0547725774551,320.42,165.02,582694.1799999988,69.33025708635465,76.0,99.751153592617,100.0,False,2025-11-23T04:06:31.337579,,254.0,,,91.9,91.9
99453.37,7499.53,106952.9,191.6446578212292,320.16,142.0,274435.1500000002,69.2604748603352,76.0,99.63617318435756,100.0,False,2025-11-23T04:32:18.924804,,119.0,,,91.96,91.96
165909.39,12524.17,178433.56,191.5446566164159,320.74,112.54,457408.6400000011,69.24748743718592,76.0,99.65284757118928,100.0,False,2025-11-23T05:14:39.684302,0.1481245342295328,,,,92.13,92.13
166315.01,12621.97,178936.98,193.23515252820704,320.52,145.47,462411.71999999945,69.59465106560802,76.0,99.6602590890096,100.0,False,2025-11-23T05:57:05.362359,0.0735578817385516,,,,91.49,91.49
165540.46,12520.13,178060.59,192.67562264150888,319.93,111.64,459531.3599999987,69.27002096436058,77.0,99.48301886792451,100.0,False,2025-11-23T06:39:23.009354,,,,0.0002971181180336,92.61,92.61
165671.94,12480.49,178152.43,193.96413836477976,320.51,155.2,462604.4699999997,69.52914046121593,76.0,99.75974842767296,100.0,False,2025-11-23T07:21:40.148278,,,,2.2684325677923867e-05,90.79,90.79
171381.46,12970.15,184351.61,193.61882663418604,320.6,162.22,476883.1700000002,69.44498578968738,77.0,99.75883069427528,100.0,False,2025-11-23T08:05:18.525426,,,5398.0,,91.72,91.71
171440.8,12957.85,184398.65,192.67865665584455,320.13,140.11,474760.21000000107,69.4375,77.0,99.66396103896103,100.0,False,2025-11-23T08:48:57.677410,,,1733.0,,91.81,91.8
156401.05,11868.02,168269.07,192.42812920592192,319.7,146.81,428922.3,69.60340960071781,76.0,99.71332436069989,100.0,True,2025-11-23T09:29:04.788813,,183.0,,,91.53,91.53
175070.8,13211.1,188281.9,190.90802878848436,321.25,158.67,477460.9799999993,69.3406637345062,76.0,99.7281087564974,100.0,True,2025-11-23T10:13:53.761133,,206.0,,,91.42,91.42
170872.59,12885.17,183757.76,190.22548690671013,320.42,160.95,464911.0899999996,69.61252045826514,76.0,99.7479541734861,100.0,True,2025-11-23T10:57:44.246243,0.0837107225945561,,,,91.64,91.64
172454.82,13026.39,185481.21,190.18743193823616,319.8,160.34,468051.2699999992,69.80698902885005,76.0,99.77610727346608,100.0,True,2025-11-23T11:41:52.605457,0.0623598326583842,,,,91.57,91.57
172322.12,12959.84,185281.96,190.07829258353692,320.53,162.2,466452.12999999966,70.02607986960065,76.0,99.820293398533,100.0,True,2025-11-23T12:25:53.465469,,,,0.0004497638693981,92.71,92.71
171563.18,12917.8,184480.98,190.03245491803304,319.82,147.58,463679.19000000064,70.12704918032787,76.0,99.6827868852459,100.0,True,2025-11-23T13:09:39.651688,,,,1.0698983273442616e-05,90.86,90.86
176352.78,13214.53,189567.31,189.34881227580652,321.15,150.84,475076.1699999986,70.04862495017936,77.0,99.79075328816262,100.0,True,2025-11-23T13:54:37.471566,,,7470.0,,91.58,91.59
176814.22,13196.34,190010.56,190.29571030640696,320.7,129.62,478213.1200000007,70.38718662952647,77.0,99.72741742936728,100.0,True,2025-11-23T14:39:39.819979,,,248.0,,91.72,91.72
25889.97,1657.54,27547.51,211.6318592964825,237.73,68.27,126344.22000000006,73.33165829145729,78.0,52.39028475711893,68.0,False,2025-11-27T04:35:43.422450,0.1,106.0,,0.0001,91.21,91.21
49436.77,3147.11,52583.88,224.3590884955753,244.17,75.56,253525.77000000008,77.96637168141594,80.0,53.77964601769912,65.0,False,2025-11-27T04:56:09.669198,0.1,206.0,,0.0001,91.77,91.77
47661.63,2989.68,50651.31,229.5435418583255,250.02,76.57,249513.82999999984,78.88132474701013,81.0,54.5639374425023,66.0,False,2025-11-27T05:15:52.572943,0.1302572050096328,200.0,,0.0001,91.93,91.93
47715.4,3003.26,50718.66,229.40643709825503,249.82,76.27,249823.60999999967,79.02754820936639,82.0,54.391184573002754,69.0,False,2025-11-27T05:35:37.378238,0.1378459728799551,200.0,,0.0001,91.43,91.43
48409.74,3048.85,51458.59,232.8242325158948,253.18,76.36,256339.48000000016,79.30699364214351,82.0,59.49227974568574,74.0,False,2025-11-27T05:55:36.886113,0.1,200.0,8202.0,0.0001,91.62,91.62
48198.85,3012.29,51211.14,233.98557377049173,254.92,76.53,256916.15999999992,79.55464480874316,82.0,59.88433515482696,74.0,False,2025-11-27T06:15:30.881648,0.1,200.0,7551.0,0.0001,91.91,91.91
47690.58,2966.57,50657.15,229.72877869605145,249.75,76.08,250174.64,79.04315886134069,82.0,54.455463728191,66.0,False,2025-11-27T06:35:15.995527,0.1,200.0,,3.0113365329208015e-05,90.94,90.94
48055.94,3012.03,51067.97,227.5825295723384,247.74,76.22,250113.19999999992,78.8898999090082,81.0,53.65787079162875,68.0,False,2025-11-27T06:55:10.989816,0.1,200.0,,0.0004812639003784,92.45,92.45
75737.53,4531.01,80268.54,237.00308953341755,262.6,87.69,375886.90000000026,80.28814627994956,83.0,67.00441361916772,84.0,True,2025-12-04T17:21:53.238953,0.1,272.0,,0.0001,92.25,92.25
56099.42,3351.69,59451.11,236.46531063829795,262.19,89.76,277846.7400000001,81.89021276595744,83.0,67.09531914893617,84.0,True,2025-12-04T17:43:32.381943,0.0771160384903017,200.0,,0.0001,92.05,92.05
55688.6,3308.76,58997.36,236.6215364806868,262.46,89.46,275664.09000000014,81.93648068669528,83.0,67.43261802575107,85.0,True,2025-12-04T18:05:02.282073,0.1,200.0,,2.4110606653016367e-05,91.14,91.14
56700.13,3355.72,60055.85,235.1646232006769,260.95,89.6,277729.41999999946,82.24386113463167,84.0,72.79339542760373,89.0,True,2025-12-04T18:26:48.031617,0.1,200.0,7442.0,0.0001,92.07,92.08
30899.66,1915.74,32815.4,227.7756920903955,254.67,72.2,161265.19,77.74717514124293,81.0,59.2909604519774,75.0,False,2025-12-05T22:01:57.119834,0.12509036182415,127.0,7666.0,5.1688838033162136e-05,91.21,91.21
93697.47,6603.72,100301.19,225.94957458563547,253.14,76.31,408968.7300000002,80.67016574585635,83.0,54.14585635359117,72.0,False,2025-12-30T23:34:59.929627,0.098882708825036,297.0,1467.0,2.0632053540357726e-05,90.84,90.84
54771.71,3835.69,58607.4,224.16428163653637,247.14,82.14,235596.6599999997,81.3510941960038,83.0,55.163653663177925,71.0,False,2025-12-30T23:53:07.238985,0.0581900481401697,174.0,475.0,0.000528712216806,92.49,92.47
81789.33,5717.96,87507.29,223.8457556270093,249.67,83.01,348080.1499999995,82.08231511254019,84.0,55.05594855305466,72.0,False,2025-12-31T00:19:52.358648,0.0725769465755838,258.0,7029.0,4.662605411914375e-05,90.54,90.51
75805.42,5226.55,81031.97,215.41653089887663,244.4,83.56,306753.1400000004,82.50280898876404,84.0,54.643960674157306,74.0,False,2025-12-31T00:44:23.747487,0.0824881357114582,232.0,9042.0,2.246738829107202e-05,90.77,90.77
91790.43,6360.85,98151.28,213.89693028705352,242.82,83.77,365122.0600000004,82.56473345049795,84.0,54.00527240773287,72.0,False,2025-12-31T01:13:46.504728,0.0515358973328021,275.0,5793.0,0.0001990643629058,92.01,92.0
83599.49,5654.96,89254.45,215.82103703703717,245.3,92.31,320494.24000000017,82.54276094276095,84.0,64.34545454545454,88.0,True,2025-12-31T01:40:50.031016,0.0647668852638524,213.0,4708.0,0.0006598858465262,92.29,92.28
60690.83,4099.32,64790.15,216.8574462114128,246.2,91.74,231820.61000000025,82.59401309635173,84.0,63.950420954162766,87.0,True,2025-12-31T02:00:45.113951,0.1281603904091234,153.0,9992.0,0.000471188804304,92.32,92.31
63017.96,4318.2,67336.16,214.8670390554041,247.52,92.13,236568.6099999999,82.45776566757493,84.0,63.3496821071753,86.0,True,2025-12-31T02:21:13.333321,0.0505336421108525,156.0,2705.0,4.674257413692909e-05,90.82,90.82
88637.45,6089.76,94727.21,215.35421844342707,245.92,91.89,329276.6,82.64486592544147,84.0,62.20470896010465,86.0,True,2025-12-31T02:49:03.336118,0.0958368498253521,214.0,3821.0,0.0001733551855566,92.14,92.15
121574.58,8265.16,129839.74,211.7737085769984,240.77,92.26,434559.6500000007,82.51267056530214,84.0,61.13304093567251,89.0,True,2025-12-31T03:25:54.269288,0.1116024070523123,282.0,8189.0,0.0002286844007351,92.41,92.42
36892.28,2321.01,39213.29,227.94725978647705,251.1,75.2,192159.54000000012,78.23606168446027,80.0,59.21470937129301,74.0,False,2026-01-07T12:06:42.519258,0.0706559680502897,152.0,9751.0,0.0002363971669851,92.12,92.11
63188.64,3938.59,67127.23,237.48011157601172,259.25,81.04,340546.48000000085,81.52440725244072,83.0,60.49581589958159,75.0,False,2026-01-07T12:31:21.186424,0.1345605456624013,263.0,7147.0,0.0001485289384847,92.02,92.02
40383.11,2529.3,42912.41,231.8084649122806,253.35,85.39,211409.31999999992,82.37719298245614,83.0,60.843201754385966,75.0,False,2026-01-07T12:47:06.532376,0.1023272640093158,167.0,7414.0,0.0002078906160795,92.23,92.22
56638.6,3529.37,60167.97,228.2146489859594,250.01,83.76,292571.17999999993,82.34867394695787,83.0,60.69812792511701,75.0,False,2026-01-07T13:09:09.927479,0.0565039925540922,234.0,4320.0,1.726599016191108e-05,90.23,90.21
36144.62,2183.93,38328.55,238.1812052980128,263.39,89.05,179826.80999999965,79.56291390728477,83.0,72.25033112582781,88.0,True,2026-01-10T05:11:30.768188,0.0604707314642248,128.0,6982.0,0.000154562566543,91.86,91.87
76150.02,4600.41,80750.43,236.2657801642452,264.83,89.37,374008.73000000016,81.89576753000631,84.0,74.14024005053696,90.0,True,2026-01-10T05:40:09.879676,0.0583560786722039,271.0,8373.0,3.145519287133136e-05,90.78,90.78
50652.24,3053.39,53705.63,235.9936847103516,263.98,89.57,248501.3500000002,82.20892687559355,84.0,73.31813865147198,91.0,True,2026-01-10T05:59:44.904812,0.10837470048302,179.0,2554.0,0.0001269243991384,92.35,92.34
57390.47,3441.54,60832.01,234.78251049538216,263.78,90.58,279625.97000000015,82.42653232577666,84.0,73.57178841309823,91.0,True,2026-01-10T06:21:41.210119,0.0897487135803232,203.0,7360.0,2.597194195703524e-05,90.79,90.79
35330.41,2118.63,37449.04,234.18112771739115,257.46,90.0,172357.30999999988,82.12364130434783,83.0,73.27309782608695,89.0,True,2026-01-10T06:35:50.039674,0.0695838211012058,125.0,8672.0,0.0005635734059579,91.04,91.04
41603.95,2483.3,44087.25,235.6199190751443,262.43,89.73,203811.22999999984,82.17919075144509,84.0,73.36416184971098,89.0,True,2026-01-10T06:52:12.011145,0.1023789694064601,147.0,1025.0,0.0001613135613347,91.4,91.4
39647.28,2360.47,42007.75,235.6362181818177,261.41,91.01,194399.8799999996,82.21212121212122,84.0,73.18060606060607,89.0,True,2026-01-10T07:07:52.724549,0.1101595966753657,140.0,7971.0,2.623325227236444e-05,91.12,91.13
40525.89,2415.19,42941.08,234.81217339667447,261.19,88.93,197711.8499999999,81.99049881235155,83.0,73.00712589073635,90.0,True,2026-01-10T07:23:51.304894,0.0533064717707472,143.0,5368.0,3.049877998988578e-05,90.21,90.21
30645.71,1832.36,32478.07,236.45347962382428,262.37,90.96,150857.3199999999,82.11598746081505,83.0,73.17554858934169,89.0,True,2026-01-10T07:36:19.863697,0.079167574134119,108.0,5255.0,3.4156748305029015e-05,90.41,90.42
81728.44,4877.04,86605.48,234.7615625000004,262.23,90.78,398155.6100000006,82.43278301886792,84.0,73.6067216981132,89.0,True,2026-01-10T08:06:53.986744,0.0636225082996187,289.0,409.0,7.587162403319904e-05,91.3,91.29
43263.48,2580.04,45843.52,237.5361290322577,263.07,90.2,213544.9799999997,82.14460511679644,84.0,73.4460511679644,90.0,True,2026-01-10T08:23:50.919819,0.0880393018497036,153.0,3439.0,0.0006533236756768,92.29,92.29
39673.59,2361.09,42034.68,238.14685230024176,263.48,90.42,196709.2999999997,82.08353510895884,84.0,72.70823244552058,89.0,True,2026-01-10T08:39:32.208212,0.065292553015874,140.0,4040.0,7.850628651774768e-05,90.74,90.73
59027.61,3549.91,62577.52,237.31635399673743,264.72,90.97,290949.8500000001,82.18433931484502,84.0,73.52202283849918,90.0,True,2026-01-10T09:02:04.953277,0.076750747431187,209.0,3388.0,0.0002856612742773,92.19,92.18
54361.51,3272.19,57633.7,237.4949160035369,263.25,90.5,268606.75000000023,82.24580017683466,84.0,73.47391688770999,89.0,True,2026-01-10T09:22:59.952563,0.072917693807245,193.0,2883.0,3.0972630623385896e-05,90.5,90.49
76421.66,4558.1,80979.76,236.1256710775048,264.43,89.76,374731.44000000006,82.2463768115942,84.0,73.63579080025205,90.0,True,2026-01-10T09:51:42.502704,0.0953980241223835,271.0,9805.0,0.0002532742402547,92.27,92.28
37080.79,2229.94,39310.73,237.7362127107654,263.38,90.42,183294.6200000001,82.10246433203632,84.0,73.17898832684826,90.0,True,2026-01-10T10:06:27.992636,0.062161416122425,131.0,8649.0,4.561127826318631e-05,91.09,91.09
43909.26,2616.31,46525.57,234.4475219298246,261.91,90.82,213816.14000000004,81.78947368421052,84.0,73.65021929824562,90.0,True,2026-01-10T10:23:37.892424,0.1062694583817204,155.0,8899.0,0.0001339379067484,92.17,92.16
47313.43,2815.86,50129.29,235.98766802443973,260.68,89.78,231739.8899999998,82.21588594704684,84.0,73.70264765784114,89.0,True,2026-01-10T10:41:59.338218,0.0938480360077568,167.0,3237.0,6.592623658442999e-05,91.38,91.38
83663.52,5003.2,88666.72,234.89083573487028,261.98,89.92,407535.5999999999,82.41902017291066,84.0,73.77463976945245,89.0,True,2026-01-10T11:13:13.709251,0.0660476286100822,296.0,6252.0,0.0001671871525631,91.95,91.96
53348.19,3185.56,56533.75,235.54682023486907,260.31,89.97,260750.33000000007,82.1156278229449,83.0,73.50767841011744,89.0,True,2026-01-10T11:33:43.461156,0.1210775906641986,189.0,8543.0,1.0520467131875386e-05,90.12,90.15
57352.11,3416.86,60768.97,236.16449579831868,261.98,90.21,281035.74999999924,82.28067226890757,84.0,73.38991596638655,89.0,True,2026-01-10T11:55:38.397569,0.0740043258167639,203.0,7886.0,0.0003130381237263,92.03,92.05
