experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_eval_loss,perf_eval_samples_per_second,perf_final_training_loss,perf_top10_accuracy,perf_top1_accuracy,perf_top20_accuracy,perf_top5_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
VulBERTa_mlp_011,2025-12-18T08:54:17.706852,VulBERTa,mlp,True,3249.05135846138,0,,,,,,6502,,0.6671654582023621,59.041,0.772,,,,,94538.44,7546.47,102084.91,211.70893139424564,318.89,5.01,669635.3499999989,77.58963009800821,84.0,88.49257034460955,100.0
VulBERTa_mlp_012,2025-12-18T09:49:20.744752,VulBERTa,mlp,True,3239.9028828144073,0,,,,,,2376,,0.6704787015914917,59.023,0.7069,,,,,94150.9,7536.11,101687.01,213.30298890649811,318.93,5.07,672970.9300000016,77.77749603803487,84.0,88.33343898573692,100.0
VulBERTa_mlp_013,2025-12-18T10:43:47.595798,VulBERTa,mlp,True,3203.719003200531,0,,,,,,5426,,0.6944606900215149,58.991,0.8251,,,,,93074.86,7433.61,100508.47,217.99214171208686,318.8,5.03,679917.489999999,78.10708560436038,84.0,88.8403334402052,100.0
VulBERTa_mlp_014,2025-12-18T11:38:39.460826,VulBERTa,mlp,True,3228.7299654483795,0,,,,,,1907,,0.6927725672721863,59.1,0.7101,,,,,93597.36,7453.98,101051.34,216.58009223918543,318.89,5.09,680927.809999999,77.57729007633588,84.0,88.61259541984732,100.0
VulBERTa_mlp_015,2025-12-18T12:33:22.297568,VulBERTa,mlp,True,3219.704037666321,0,,,,,,7178,,0.6712085604667664,59.018,0.7105,,,,,93299.94,7425.6,100725.54,216.9151323763952,318.78,5.01,680028.939999999,77.82041467304626,84.0,88.81818181818181,100.0
VulBERTa_mlp_016,2025-12-18T13:28:36.741072,VulBERTa,mlp,True,3251.3091592788696,0,,,,,,,3.35973705148307e-05,0.683940052986145,59.045,0.7466,,,,,94199.51,7530.42,101729.93,212.7120214782062,319.29,5.08,673446.2600000008,77.15476942514213,84.0,89.17214150347442,100.0
VulBERTa_mlp_017,2025-12-18T14:23:58.093226,VulBERTa,mlp,True,3258.2192997932434,0,,,,,,,1.7245063477405002e-05,0.683940052986145,59.005,0.7466,,,,,94525.77,7585.0,102110.77,213.16593631778065,319.4,4.93,676162.3500000002,77.21500630517023,84.0,88.98581336696091,100.0
VulBERTa_mlp_018,2025-12-18T15:19:13.089386,VulBERTa,mlp,True,3251.8617372512817,0,,,,,,,5.1717018319914426e-05,0.683940052986145,59.022,0.7466,,,,,94487.58,7654.5,102142.08,213.62659823120666,319.01,4.94,676341.8100000003,77.80037902716361,84.0,89.03948199620973,100.0
VulBERTa_mlp_019,2025-12-18T16:14:43.364130,VulBERTa,mlp,True,3267.1414346694946,0,,,,,,,0.00035492909607763687,0.683940052986145,59.11,0.7466,,,,,94677.14,7555.06,102232.2,210.20108456460204,319.25,5.03,668649.6499999991,77.22320025149324,84.0,89.11191449229801,100.0
VulBERTa_mlp_020,2025-12-18T17:10:06.878499,VulBERTa,mlp,True,3260.3810465335846,0,,,,,,,0.0008274749235766515,0.683940052986145,59.003,0.7466,,,,,94379.73,7644.38,102024.11,212.3749417322837,318.98,4.98,674290.4400000008,77.1984251968504,84.0,89.0828346456693,100.0
bug-localization-by-dnn-and-rvsm_default_021,2025-12-18T17:25:21.519687,bug-localization-by-dnn-and-rvsm,default,True,851.6046724319458,0,5.033537731186141e-06,,,,,,,,,,0.738,0.376,0.829,0.626,55583.48,2160.52,57744.0,74.8984375,85.31,45.06,26364.25,57.76988636363637,63.0,0.2840909090909091,3.0
bug-localization-by-dnn-and-rvsm_default_022,2025-12-18T17:40:24.818155,bug-localization-by-dnn-and-rvsm,default,True,840.2310287952423,0,6.29612070458038e-06,,,,,,,,,,0.738,0.379,0.827,0.627,54792.96,2150.93,56943.89,73.04801699716712,81.28,42.41,25785.949999999993,51.61756373937677,53.0,0.32011331444759206,3.0
bug-localization-by-dnn-and-rvsm_default_023,2025-12-18T17:55:39.784425,bug-localization-by-dnn-and-rvsm,default,True,851.9308171272278,0,1.2757580838407053e-05,,,,,,,,,,0.738,0.382,0.826,0.626,55697.33,2199.77,57897.1,72.78823033707867,80.92,57.9,25912.610000000008,50.0,50.0,0.28370786516853935,3.0
bug-localization-by-dnn-and-rvsm_default_024,2025-12-18T18:10:57.552151,bug-localization-by-dnn-and-rvsm,default,True,854.73273396492,0,1.4671027653833652e-05,,,,,,,,,,0.74,0.383,0.829,0.628,55825.36,2228.45,58053.81,71.72331476323117,80.08,43.33,25748.66999999999,49.05571030640669,50.0,0.1532033426183844,3.0
bug-localization-by-dnn-and-rvsm_default_025,2025-12-18T18:25:51.818990,bug-localization-by-dnn-and-rvsm,default,True,831.2314999103546,0,1.5714756574404907e-05,,,,,,,,,,0.736,0.382,0.825,0.626,54309.78,2154.74,56464.52,71.902939481268,80.63,42.48,24950.319999999996,49.0,49.0,0.27089337175792505,3.0
bug-localization-by-dnn-and-rvsm_default_026,2025-12-18T18:36:23.542990,bug-localization-by-dnn-and-rvsm,default,True,568.6887843608856,0,,,7,,,,,,,,0.741,0.384,0.83,0.63,36760.64,1468.7,38229.34,72.40201646090537,80.54,42.21,17593.690000000006,49.06995884773662,50.0,0.25102880658436216,3.0
bug-localization-by-dnn-and-rvsm_default_027,2025-12-18T18:48:42.003865,bug-localization-by-dnn-and-rvsm,default,True,675.425971031189,0,,,8,,,,,,,,0.74,0.384,0.828,0.627,43880.24,1767.02,45647.26,72.43045614035087,80.67,41.31,20642.679999999997,49.82105263157895,50.0,0.28771929824561404,3.0
bug-localization-by-dnn-and-rvsm_default_028,2025-12-18T18:54:46.595189,bug-localization-by-dnn-and-rvsm,default,True,301.5569911003113,0,,,4,,,,,,,,0.731,0.367,0.821,0.617,18949.23,787.36,19736.59,72.20785185185187,80.52,43.28,9748.060000000003,49.39259259259259,50.0,0.14814814814814814,3.0
bug-localization-by-dnn-and-rvsm_default_029,2025-12-18T18:57:48.811085,bug-localization-by-dnn-and-rvsm,default,True,119.18197321891785,0,,,2,,,,,,,,0.744,0.381,0.833,0.629,6949.01,307.71,7256.72,71.89684210526318,73.88,57.22,4098.120000000001,49.0,49.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_030,2025-12-18T19:02:29.861584,bug-localization-by-dnn-and-rvsm,default,True,218.01631951332092,0,,,3,,,,,,,,0.737,0.376,0.826,0.624,13464.16,557.08,14021.24,72.22525252525251,79.95,46.05,7150.299999999999,49.0,49.0,0.24242424242424243,3.0
bug-localization-by-dnn-and-rvsm_default_031,2025-12-18T19:17:53.008104,bug-localization-by-dnn-and-rvsm,default,True,860.1108856201172,0,,,,,19688,,,,,,0.739,0.383,0.827,0.627,56221.07,2208.33,58429.4,71.63606648199445,80.19,42.46,25860.619999999995,48.99445983379501,49.0,0.2659279778393352,3.0
bug-localization-by-dnn-and-rvsm_default_032,2025-12-18T19:33:01.163847,bug-localization-by-dnn-and-rvsm,default,True,845.1205389499664,0,,,,,13681,,,,,,0.741,0.382,0.829,0.629,55216.68,2174.93,57391.61,71.68346478873237,79.84,40.91,25447.62999999999,48.98309859154929,49.0,0.27605633802816903,3.0
bug-localization-by-dnn-and-rvsm_default_033,2025-12-18T19:48:18.315097,bug-localization-by-dnn-and-rvsm,default,True,854.1158194541931,0,,,,,19784,,,,,,0.739,0.379,0.827,0.627,55567.46,2221.71,57789.17,71.4614285714286,80.11,48.42,25511.73000000001,48.666666666666664,49.0,0.22408963585434175,3.0
bug-localization-by-dnn-and-rvsm_default_034,2025-12-18T20:03:07.299567,bug-localization-by-dnn-and-rvsm,default,True,825.94904255867,0,,,,,1097,,,,,,0.74,0.384,0.829,0.63,53787.89,2158.72,55946.61,71.77476878612723,79.94,57.51,24834.07000000002,48.29190751445087,49.0,0.23410404624277456,3.0
bug-localization-by-dnn-and-rvsm_default_035,2025-12-18T20:18:11.746201,bug-localization-by-dnn-and-rvsm,default,True,841.4112598896027,0,,,,,6563,,,,,,0.741,0.383,0.829,0.629,54769.1,2151.56,56920.66,72.01282485875701,79.97,41.48,25492.539999999983,48.02824858757062,49.0,0.2994350282485876,3.0
bug-localization-by-dnn-and-rvsm_default_036,2025-12-18T20:33:14.815047,bug-localization-by-dnn-and-rvsm,default,True,840.0331673622131,0,,,,,,2549,,,,,0.74,0.385,0.828,0.626,54681.35,2108.92,56790.27,71.33056338028165,79.66,50.89,25322.349999999984,48.0,48.0,0.28169014084507044,3.0
bug-localization-by-dnn-and-rvsm_default_037,2025-12-18T20:48:06.757438,bug-localization-by-dnn-and-rvsm,default,True,828.906819820404,0,,,,,,519,,,,,0.738,0.386,0.826,0.627,53772.88,2087.33,55860.21,71.22102272727268,79.74,37.93,25069.799999999985,48.0,48.0,0.24431818181818182,3.0
bug-localization-by-dnn-and-rvsm_default_038,2025-12-18T21:03:00.700922,bug-localization-by-dnn-and-rvsm,default,True,830.908492565155,0,,,,,,1888,,,,,0.738,0.383,0.827,0.627,54316.89,2092.17,56409.06,71.04341880341885,79.12,48.8,24936.240000000013,48.0,48.0,0.21937321937321938,3.0
bug-localization-by-dnn-and-rvsm_default_039,2025-12-18T21:18:01.056633,bug-localization-by-dnn-and-rvsm,default,True,837.3205842971802,0,,,,,,3609,,,,,0.742,0.385,0.83,0.632,54581.62,2100.11,56681.73,70.64946327683613,79.32,42.51,25009.90999999999,48.03107344632768,49.0,0.2457627118644068,3.0
bug-localization-by-dnn-and-rvsm_default_040,2025-12-18T21:32:58.258571,bug-localization-by-dnn-and-rvsm,default,True,834.1668319702148,0,,,,,,475,,,,,0.74,0.378,0.831,0.624,54383.92,2100.16,56484.08,71.52962536023058,80.19,41.96,24820.78000000001,48.80115273775216,49.0,0.2968299711815562,3.0
bug-localization-by-dnn-and-rvsm_default_041_parallel,2025-12-18T21:54:56.080324,bug-localization-by-dnn-and-rvsm,default,True,1224.7764918804169,0,1.7422214989398934e-05,,,,,,,,,,0.74,0.382,0.829,0.628,80614.62,3067.34,83681.96,4.107469758064515,4.79,3.71,4074.6099999999988,37.55342741935484,47.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_042_parallel,2025-12-18T22:16:04.671923,bug-localization-by-dnn-and-rvsm,default,True,1175.5454223155975,0,8.032974649924362e-06,,,,,,,,,,0.738,0.38,0.827,0.626,77089.3,2924.41,80013.71,3.8771835443037985,4.82,3.41,3675.570000000001,36.07172995780591,40.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_043_parallel,2025-12-18T22:37:27.100297,bug-localization-by-dnn-and-rvsm,default,True,1189.3832819461823,0,1.8268234645090317e-05,,,,,,,,,,0.737,0.382,0.824,0.626,78096.87,2965.66,81062.53,3.8947242455775206,4.77,3.51,3742.829999999997,35.8210197710718,40.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_044_parallel,2025-12-18T22:58:18.495734,bug-localization-by-dnn-and-rvsm,default,True,1158.3511950969696,0,1.4304542933925053e-05,,,,,,,,,,0.741,0.385,0.83,0.629,75807.45,2907.72,78715.17,3.80847965738758,4.81,3.33,3557.12,35.642398286937905,40.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_045_parallel,2025-12-18T23:19:49.106415,bug-localization-by-dnn-and-rvsm,default,True,1197.5644433498383,0,1.3334921924948839e-05,,,,,,,,,,0.74,0.383,0.827,0.629,78523.01,3001.9,81524.91,3.664525773195882,4.5,3.31,3554.590000000005,34.62680412371134,39.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_046_parallel,2025-12-18T23:31:37.069018,bug-localization-by-dnn-and-rvsm,default,True,614.9165515899658,0,,,5,,,,,,,,0.739,0.38,0.825,0.625,40052.65,1539.75,41592.4,3.662098039215682,4.28,3.28,1867.6699999999978,34.543137254901964,38.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_047_parallel,2025-12-18T23:45:40.174064,bug-localization-by-dnn-and-rvsm,default,True,750.0622673034668,0,,,6,,,,,,,,0.739,0.377,0.83,0.627,48965.87,1874.01,50839.88,3.6313311688311702,4.21,3.33,2236.900000000001,33.88798701298701,38.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_048_parallel,2025-12-19T00:04:57.033985,bug-localization-by-dnn-and-rvsm,default,True,1063.814828634262,0,,,9,,,,,,,,0.738,0.376,0.827,0.626,69478.61,2674.58,72153.19,3.6348023255813975,4.14,3.37,3125.9300000000017,33.46976744186046,37.0,0.0011627906976744186,1.0
bug-localization-by-dnn-and-rvsm_default_049_parallel,2025-12-19T00:22:30.620206,bug-localization-by-dnn-and-rvsm,default,True,960.5409457683563,0,,,8,,,,,,,,0.74,0.382,0.829,0.631,62761.39,2420.97,65182.36,3.623128991060024,4.16,3.34,2836.909999999999,33.4610472541507,37.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_050_parallel,2025-12-19T00:31:57.048968,bug-localization-by-dnn-and-rvsm,default,True,473.38845348358154,0,,,4,,,,,,,,0.738,0.381,0.827,0.627,30549.13,1191.08,31740.21,3.644137055837566,4.04,3.32,1435.7900000000009,33.944162436548226,37.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_051_parallel,2025-12-19T00:53:18.146456,bug-localization-by-dnn-and-rvsm,default,True,1188.0541875362396,0,,,,,9170,,,,,,0.738,0.38,0.827,0.626,77878.02,3047.34,80925.36,3.623797071129714,4.04,3.37,3464.3500000000063,33.42468619246862,37.0,0.0,0.0
bug-localization-by-dnn-and-rvsm_default_052_parallel,2025-12-19T01:13:59.707558,bug-localization-by-dnn-and-rvsm,default,True,1148.5151131153107,0,,,,,,4991,,,,,0.737,0.379,0.825,0.623,74943.0,2928.89,77871.89,3.614962162162171,4.16,3.32,3343.8400000000083,33.37405405405406,37.0,0.0,0.0
