experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,training_duration,l2_regularization,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,is_densenet121,is_hrnet18,is_pcb
default__Person_reID_baseline_pytorch_densenet121_005,2025-11-18T23:01:27.340848,Person_reID_baseline_pytorch,densenet121,False,True,3226.2696459293365,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.753173,,0.909145,0.96348,,,,,,,,,,,104651.9,8679.65,113331.55,237.7468260038235,290.61,11.67,746049.539999998,77.97673677501594,83.0,84.33556405353728,99.0,default,0.0,,,,,,,,,,60.0,,84.33556405353728,83.0,0.9234136478323997,278.94,5.023263224984063,1,0,0
default__Person_reID_baseline_pytorch_hrnet18_006,2025-11-19T00:13:04.690345,Person_reID_baseline_pytorch,hrnet18,False,True,4236.888918638229,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.748936,,0.900238,0.962886,,,,,,,,,,,132745.23,10850.82,143596.05,248.81575066698963,255.93,13.01,1025867.3399999982,81.33737569730779,83.0,67.2406015037594,80.0,default,0.0,,,,,,,,,,60.0,,67.2406015037594,83.0,0.9244351080687806,242.92,1.6626243026922083,0,1,0
default__Person_reID_baseline_pytorch_pcb_007,2025-11-19T01:25:45.050848,Person_reID_baseline_pytorch,pcb,False,True,4300.007735013962,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.775227,,0.924881,0.971496,,,,,,,,,,,142080.75,11084.26,153165.01,235.84919196748768,318.17,11.81,986557.170000001,79.8508247669137,84.0,96.90341859909157,100.0,default,0.0,,,,,,,,,,60.0,,96.90341859909157,84.0,0.9276319049631504,306.36,4.1491752330862965,0,0,1
default__Person_reID_baseline_pytorch_pcb_016_parallel,2025-11-19T04:47:23.246728,Person_reID_baseline_pytorch,pcb,True,True,4346.275467395783,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.775222,,0.924881,0.971496,,,,,,,,,,,198674.72,11935.12,210609.84,233.2790381426203,317.37,4.99,984670.8200000002,80.02013740819712,84.0,96.30348258706468,99.0,default,0.0,,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251118_201629/Person_reID_baseline_pytorch_pcb_016_parallel/background_logs,4346.275467395783,0.0,Training completed successfully,60.0,,96.30348258706468,84.0,0.9433306629927642,312.38,3.9798625918028847,0,0,1
default__Person_reID_baseline_pytorch_hrnet18_017_parallel,2025-11-19T06:11:31.988365,Person_reID_baseline_pytorch,hrnet18,True,True,4958.222606658936,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.748936,,0.900238,0.962886,,,,,,,,,,,218125.02,13179.4,231304.42,230.9938584474888,253.94,5.01,1112928.410000001,80.89435450394355,83.0,57.44748858447488,75.0,default,0.0,,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251118_201629/Person_reID_baseline_pytorch_hrnet18_017_parallel/background_logs,4958.222606658936,0.0,Training completed successfully,60.0,,57.44748858447488,83.0,0.9430214087564776,248.93,2.1056454960564537,0,1,0
default__Person_reID_baseline_pytorch_densenet121_022_parallel,2025-11-19T07:49:34.861156,Person_reID_baseline_pytorch,densenet121,True,True,3526.4963586330414,0,Training completed successfully,,,0.5,60.0,,0.05,,1334.0,,,,0.753173,,0.909145,0.96348,,,,,,,,,,,152005.47,9963.13,161968.6,230.32688228438207,291.1,4.83,790481.8599999995,79.03234265734265,84.0,80.60052447552448,100.0,default,0.0,,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251118_201629/Person_reID_baseline_pytorch_densenet121_022_parallel/background_logs,3526.4963586330414,0.0,Training completed successfully,60.0,,80.60052447552448,84.0,0.938487274693984,286.27000000000004,4.967657342657347,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_057,2025-11-21T15:07:25.782887,Person_reID_baseline_pytorch,densenet121,False,True,1708.4909327030182,0,Training completed successfully,,,,46.0,,,,,,,,0.740731,,0.901722,0.95962,,,,,,,,,,,57180.76,4365.94,61546.7,248.75240796620392,276.02,12.15,412182.7399999999,82.38684369342185,84.0,70.55340977670488,81.0,mutation_1x,1.0,epochs,,,,,,,,,46.0,,70.55340977670488,84.0,0.9290629716946645,263.87,1.6131563065781478,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_058,2025-11-21T15:44:45.847453,Person_reID_baseline_pytorch,densenet121,False,True,2179.722060918808,0,Training completed successfully,,,,,,0.0484905603406257,,,,,,0.725261,,0.889549,0.960808,,,,,,,,,,,73680.32,5596.21,79276.53,248.8821162021729,277.4,14.06,526883.4400000001,82.31459612659424,84.0,71.5375531412376,77.0,mutation_1x,1.0,learning_rate,,,,,,,,,,,71.5375531412376,84.0,0.9294089940616724,263.34,1.685403873405761,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_059,2025-11-21T16:22:00.363945,Person_reID_baseline_pytorch,densenet121,False,True,2174.1657547950745,0,Training completed successfully,,,0.3924889517665705,,,,,,,,,0.73947,,0.89905,0.965558,,,,,,,,,,,73515.01,5650.06,79165.07,248.3640340909092,278.49,14.25,524544.8400000002,82.27698863636364,84.0,71.88873106060606,80.0,mutation_1x,1.0,dropout,,,,,,,,,,,71.88873106060606,84.0,0.9286293816199492,264.24,1.7230113636363598,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_060,2025-11-21T17:17:27.156194,Person_reID_baseline_pytorch,densenet121,False,True,3266.427503347397,0,Training completed successfully,,,,,,,,9598.0,,,,0.730582,,0.896675,0.960214,,,,,,,,,,,106959.24,8629.64,115588.88,227.73355793450875,290.62,13.64,723281.7799999998,78.1146095717884,83.0,84.42569269521411,99.0,mutation_1x,1.0,seed,,,,,,,,,,,84.42569269521411,83.0,0.9253419533090036,276.98,4.885390428211593,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_061_parallel,2025-11-21T17:43:21.299304,Person_reID_baseline_pytorch,densenet121,True,True,1463.9326672554016,0,Training completed successfully,,,,36.0,,,,,,,,0.712196,,0.885689,0.956354,,,,,,,,,,,64277.26,4154.65,68431.91,248.691242977528,289.78,5.11,354136.3299999999,82.18258426966293,84.0,67.88412921348315,100.0,mutation_1x,1.0,epochs,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_densenet121_061_parallel/background_logs,1463.9326672554016,0.0,Training completed successfully,36.0,,67.88412921348315,84.0,0.9392878263956098,284.67,1.8174157303370748,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_062_parallel,2025-11-21T18:25:14.443866,Person_reID_baseline_pytorch,densenet121,True,True,2422.7877423763275,0,Training completed successfully,,,,,,0.0380504609636859,,,,,,0.747127,,0.900831,0.962292,,,,,,,,,,,105997.61,6879.97,112877.58,244.2943996605857,307.71,5.06,575801.9000000005,82.45651251591005,85.0,68.93975392448027,100.0,mutation_1x,1.0,learning_rate,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_densenet121_062_parallel/background_logs,2422.7877423763275,0.0,Training completed successfully,,,68.93975392448027,85.0,0.9390492779877102,302.65,2.543487484089951,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_063_parallel,2025-11-21T19:06:54.321216,Person_reID_baseline_pytorch,densenet121,True,True,2409.516907691956,0,Training completed successfully,,,0.5469092042582171,,,,,,,,,0.741786,,0.898456,0.965261,,,,,,,,,,,105708.86,6776.69,112485.55,245.46995735607712,306.77,4.96,575627.0500000009,82.17356076759062,84.0,68.59616204690832,100.0,mutation_1x,1.0,dropout,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_densenet121_063_parallel/background_logs,2409.516907691956,0.0,Training completed successfully,,,68.59616204690832,84.0,0.9397550174222378,301.81,1.8264392324093848,1,0,0
mutation_1x__Person_reID_baseline_pytorch_densenet121_064_parallel,2025-11-21T20:06:59.359133,Person_reID_baseline_pytorch,densenet121,True,True,3514.610859632492,0,Training completed successfully,,,,,,,,521.0,,,,0.742212,,0.905285,0.965558,,,,,,,,,,,152556.45,9873.29,162429.74,233.37434795321607,300.15,4.9,798140.269999999,79.28654970760233,84.0,80.29327485380117,100.0,mutation_1x,1.0,seed,parallel,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_densenet121_064_parallel/background_logs,3514.610859632492,0.0,Training completed successfully,,,80.29327485380117,84.0,0.9392150107486475,295.25,4.713450292397667,1,0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_065,2025-11-21T21:27:04.445287,Person_reID_baseline_pytorch,hrnet18,False,True,4744.542356491089,0,Training completed successfully,,,,70.0,,,,,,,,0.748533,,0.900534,0.964667,,,,,,,,,,,150837.35,12004.6,162841.95,244.8376846437081,257.57,14.85,1130415.5900000003,82.0296729478016,83.0,64.76803118908381,75.0,mutation_1x,1.0,epochs,,,,,,,,,70.0,,64.76803118908381,83.0,0.926280666621838,242.72,0.9703270521983997,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_066,2025-11-21T22:36:15.787193,Person_reID_baseline_pytorch,hrnet18,False,True,4090.870791196823,0,Training completed successfully,,,,,,0.0303077455878521,,,,,,0.772271,,0.907067,0.964074,,,,,,,,,,,130200.57,10317.47,140518.04,246.22514070351755,259.1,12.7,979976.0599999998,81.9821608040201,83.0,64.22035175879397,76.0,mutation_1x,1.0,learning_rate,,,,,,,,,,,64.22035175879397,83.0,0.9265754774262436,246.40000000000003,1.017839195979903,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_067,2025-11-21T23:45:32.530204,Person_reID_baseline_pytorch,hrnet18,False,True,4096.270125865936,0,Training completed successfully,,,0.3932513830936284,,,,,,,,,0.76057,,0.911817,0.968824,,,,,,,,,,,130743.55,10217.25,140960.8,245.14544427710865,254.75,13.71,976659.4500000008,81.81501004016064,83.0,64.03589357429719,75.0,mutation_1x,1.0,dropout,,,,,,,,,,,64.03589357429719,83.0,0.927517082763435,241.04,1.1849899598393565,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_068,2025-11-22T00:57:31.522162,Person_reID_baseline_pytorch,hrnet18,False,True,4258.518368005753,0,Training completed successfully,,,,,,,,7466.0,,,,0.75902,,0.908551,0.965855,,,,,,,,,,,135124.62,10736.5,145861.12,241.4041023166028,256.85,10.88,1000378.6000000018,80.49589768339769,83.0,67.06853281853282,78.0,mutation_1x,1.0,seed,,,,,,,,,,,67.06853281853282,83.0,0.9263923107130948,245.97000000000003,2.5041023166023137,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_069_parallel,2025-11-22T02:44:19.099900,Person_reID_baseline_pytorch,hrnet18,True,True,6316.9145221710205,0,Training completed successfully,,,,79.0,,,,,,,,0.771615,,0.908848,0.967637,,,,,,,,,,,278111.52,17024.63,295136.15,229.25575732899108,257.17,5.05,1407630.3500000052,79.57540716612378,82.0,54.09820846905537,72.0,mutation_1x,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_hrnet18_069_parallel/background_logs,6316.9145221710205,0.0,Training completed successfully,79.0,,54.09820846905537,82.0,0.9423160124573016,252.12,2.4245928338762184,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_070_parallel,2025-11-22T04:05:18.438362,Person_reID_baseline_pytorch,hrnet18,True,True,4768.644503116608,0,Training completed successfully,,,,,,0.0517104520956563,,,,,,0.651117,,0.849762,0.943587,,,,,,,,,,,209761.22,12836.7,222597.92,230.2347745415324,258.74,4.87,1067138.1800000025,79.41359223300971,82.0,54.47119741100324,73.0,mutation_1x,1.0,learning_rate,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_hrnet18_070_parallel/background_logs,4768.644503116608,0.0,Training completed successfully,,,54.47119741100324,82.0,0.9423323452438368,253.87,2.586407766990291,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_071_parallel,2025-11-22T05:26:27.550334,Person_reID_baseline_pytorch,hrnet18,True,True,4778.596744775772,0,Training completed successfully,,,0.4659918352659752,,,,,,,,,0.731417,,0.891924,0.960511,,,,,,,,,,,210455.74,12904.84,223360.58,229.3503940568474,252.46,4.87,1065103.2299999993,79.35615848406546,82.0,54.52260981912145,83.0,mutation_1x,1.0,dropout,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_hrnet18_071_parallel/background_logs,4778.596744775772,0.0,Training completed successfully,,,54.52260981912145,82.0,0.9422241829780348,247.59,2.64384151593454,0,1,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_072_parallel,2025-11-22T06:50:34.618045,Person_reID_baseline_pytorch,hrnet18,True,True,4956.3532247543335,0,Training completed successfully,,,,,,,,1928.0,,,,0.757583,,0.905285,0.965558,,,,,,,,,,,218162.82,13175.61,231338.43,227.19419763338257,251.18,5.01,1094394.450000004,79.39007681129334,82.0,57.37762092588749,76.0,mutation_1x,1.0,seed,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_hrnet18_072_parallel/background_logs,4956.3532247543335,0.0,Training completed successfully,,,57.37762092588749,82.0,0.943046168334418,246.17,2.6099231887066594,0,1,0
mutation_1x__Person_reID_baseline_pytorch_pcb_073,2025-11-22T08:03:23.729552,Person_reID_baseline_pytorch,pcb,False,True,4308.737013101578,0,Training completed successfully,,,,65.0,,,,,,,,0.772372,,0.923694,0.9712,,,,,,,,,,,144873.16,11011.65,155884.81,238.37229539489348,319.51,11.47,999018.2899999986,77.8415652588881,83.0,96.74707706991173,100.0,mutation_1x,1.0,epochs,,,,,,,,,65.0,,96.74707706991173,83.0,0.9293603398560772,308.04,5.158434741111904,0,0,1
mutation_1x__Person_reID_baseline_pytorch_pcb_074,2025-11-22T09:11:04.443245,Person_reID_baseline_pytorch,pcb,False,True,4000.385018587112,0,Training completed successfully,,,,,,0.0346878771291993,,,,,,0.778531,,0.928741,0.973278,,,,,,,,,,,134638.66,10279.43,144918.09,237.7238946015424,319.4,9.63,924745.9499999996,77.74113110539845,83.0,96.53727506426736,100.0,mutation_1x,1.0,learning_rate,,,,,,,,,,,96.53727506426736,83.0,0.9290673096781776,309.77,5.258868894601548,0,0,1
mutation_1x__Person_reID_baseline_pytorch_pcb_075,2025-11-22T10:18:46.631755,Person_reID_baseline_pytorch,pcb,False,True,4001.845580101013,0,Training completed successfully,,,0.4343877121066294,,,,,,,,,0.77555,,0.92696,0.972684,,,,,,,,,,,134686.7,10367.78,145054.48,236.1825931637116,319.42,10.92,918986.4700000018,77.84939604214854,84.0,96.57080442045746,100.0,mutation_1x,1.0,dropout,,,,,,,,,,,96.57080442045746,84.0,0.9285249238768772,308.5,6.150603957851459,0,0,1
mutation_1x__Person_reID_baseline_pytorch_pcb_076,2025-11-22T11:30:57.313960,Person_reID_baseline_pytorch,pcb,False,True,4270.355304956436,0,Training completed successfully,,,,,,,,9463.0,,,,0.775916,,0.926663,0.974466,,,,,,,,,,,143037.18,10962.75,153999.93,241.70137490970424,316.39,12.9,1003785.8100000016,79.9626775824705,84.0,96.77245364796532,100.0,mutation_1x,1.0,seed,,,,,,,,,,,96.77245364796532,84.0,0.9288132793307112,303.49,4.037322417529495,0,0,1
mutation_1x__Person_reID_baseline_pytorch_pcb_077_parallel,2025-11-22T12:37:17.132682,Person_reID_baseline_pytorch,pcb,True,True,3889.471378326416,0,Training completed successfully,,,,57.0,,,,,,,,0.777221,,0.925475,0.970606,,,,,,,,,,,178372.28,10855.35,189227.63,228.0676356897013,319.51,4.81,861411.4600000021,77.89647868678846,84.0,95.78130791633572,99.0,mutation_1x,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_pcb_077_parallel/background_logs,3889.471378326416,0.0,Training completed successfully,57.0,,95.78130791633572,84.0,0.9426333775886744,314.7,6.1035213132115445,0,0,1
