experiment_id,timestamp,is_densenet121,is_hrnet18,is_pcb,training_duration,hyperparam_learning_rate,hyperparam_dropout,hyperparam_seed,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_map,perf_rank1,perf_rank5
Person_reID_baseline_pytorch_hrnet18_019_parallel,2025-12-10T09:55:46.852104,0,1,0,60.0,0.05,0.5779894503061639,,250451.29,1379472.0600000017,227.37301137300176,98.75605735948574,85.0,0.9325798641324624,114.86,4.191857590242293,0.76185,0.907957,0.964371
Person_reID_baseline_pytorch_hrnet18_020_parallel,2025-12-10T11:41:25.897999,0,1,0,60.0,0.05,0.5549998038248569,,251604.5,1348411.1899999997,221.63234549638392,98.77432610124916,85.0,0.9326905917819436,94.92,4.351742274819202,0.72453,0.893112,0.956057
Person_reID_baseline_pytorch_pcb_001_parallel,2025-12-08T19:43:46.941332,0,0,1,52.0,0.05,0.5,,285342.76,1524372.999999998,223.1878477306,99.61405563689604,84.0,0.9341026560477652,162.24,6.123865300146406,0.780261,0.929632,0.974466
Person_reID_baseline_pytorch_pcb_002_parallel,2025-12-08T21:12:17.639887,0,0,1,38.0,0.05,0.5,,211731.53,1091358.730000003,214.70759984261323,99.50265591186307,84.0,0.9343207409874194,167.91000000000005,6.604760967932322,0.781447,0.930819,0.97209
Person_reID_baseline_pytorch_pcb_003_parallel,2025-12-08T23:58:22.006181,0,0,1,74.0,0.05,0.5,,401564.52,2107312.790000004,219.1692969318776,99.67509100364016,84.0,0.9341556619593784,181.1,6.146853874154971,0.775175,0.928444,0.970606
Person_reID_baseline_pytorch_pcb_004_parallel,2025-12-09T02:13:50.385268,0,0,1,60.0,0.0347610629572954,0.5,,327835.48,1708000.6399999964,218.2190673310332,99.65159064775776,84.0,0.934685989448122,184.65,6.441420723137853,0.783921,0.932898,0.973278
Person_reID_baseline_pytorch_pcb_005_parallel,2025-12-09T04:28:43.668867,0,0,1,60.0,0.0314572045705111,0.5,,326207.16,1720304.8300000052,220.7216871952791,99.63933795227098,84.0,0.9347145537823268,174.34999999999997,6.406723120348985,0.783321,0.931413,0.975356
Person_reID_baseline_pytorch_pcb_006_parallel,2025-12-09T06:43:40.977726,0,0,1,60.0,0.050644125668632,0.5,,325765.31,1724439.4800000018,221.13868684278043,99.59502436522185,84.0,0.9342731428340236,181.25000000000003,6.259040779687098,0.778183,0.925475,0.972684
Person_reID_baseline_pytorch_pcb_007_parallel,2025-12-09T09:08:44.329259,0,0,1,60.0,0.05,0.5,6927.0,349349.49,1859335.85,221.66617191225555,99.65081068192656,84.0,0.934101578336353,190.33,5.724964234620884,0.779508,0.92696,0.971496
Person_reID_baseline_pytorch_pcb_008_parallel,2025-12-09T11:33:54.189417,0,0,1,60.0,0.05,0.5,7980.0,350632.42,1856628.4799999984,221.18518942101483,99.67357636406958,85.0,0.9341881734723788,165.43,6.259947581605914,0.777297,0.929929,0.976247
Person_reID_baseline_pytorch_pcb_009_parallel,2025-12-09T13:59:23.675513,0,0,1,60.0,0.05,0.5,7222.0,351047.24,1832222.66999999,217.7846986806121,99.68691311066208,85.0,0.934533739675606,175.67999999999998,6.464043741828121,0.78039,0.930523,0.973575
Person_reID_baseline_pytorch_pcb_010_parallel,2025-12-09T16:16:20.907867,0,0,1,60.0,0.05,0.3027535538300018,,331831.23,1670020.2200000002,211.0210032853172,99.644806671721,84.0,0.9342900305073756,178.43,6.522491786707107,0.776802,0.929632,0.975059
Person_reID_baseline_pytorch_pcb_011_parallel,2025-12-09T18:33:11.750267,0,0,1,60.0,0.05,0.5658201898936376,,331364.7,1675246.7800000033,211.84203085483097,99.61519979767324,84.0,0.9342796019008665,182.9,6.507966616084971,0.777544,0.931116,0.974762
Person_reID_baseline_pytorch_pcb_012_parallel,2025-12-09T20:48:49.459429,0,0,1,60.0,0.05,0.4214212994379233,,329055.4,1696410.6700000088,216.46174173791104,99.65318361617966,85.0,0.9343877657075376,175.11999999999998,7.539236952915658,0.779948,0.929335,0.974466
