hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,duration_seconds
0.1,32.0,0.0,50.0,5.0,0.001,100.0,3568.0,0.0,0.382,0.629,0.739,0.828,63808.41,2386.97,66195.38,87.10933842239189,93.74,74.46,68467.94000000002,61.39312977099237,62.0,3.746819338422392,14.0,970.6135127544404
0.1,32.0,0.0,50.0,5.0,0.001,100.0,6241.0,0.0,0.382,0.627,0.739,0.827,64759.86,2434.61,67194.47,86.99903430749677,94.11,67.49,68468.23999999996,61.53240152477764,62.0,3.583227445997459,14.0,981.6778433322906
0.1,32.0,0.0,50.0,5.0,0.001,7817.0,42.0,0.0,0.379,0.624,0.736,0.825,65156.89,2443.87,67600.76,88.71160151324084,96.12,75.76,70348.29999999999,63.957124842370746,65.0,3.6960907944514494,14.0,979.713807106018
0.1,32.0,0.0,50.0,5.0,0.001,9598.0,42.0,0.0,0.38,0.626,0.739,0.826,64889.11,2458.07,67347.18,88.62929382093326,95.96,74.54,70283.03000000007,64.0063051702396,65.0,3.640605296343001,14.0,977.0249106884004
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.381,0.628,0.739,0.826,64519.88,2355.87,66875.75,86.06633838383836,92.01,62.25,68164.53999999998,59.11742424242424,62.0,3.76010101010101,14.0,977.2425525188446
6.0286987793342725e-06,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.628,0.739,0.829,64816.64,2407.74,67224.38,87.25963613550809,94.26,68.16,69545.92999999995,61.82810539523212,63.0,3.687578419071518,14.0,981.892205953598
5.260302177363044e-06,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.381,0.627,0.738,0.828,64993.26,2392.52,67385.78,87.43332500000005,94.31,70.93,69946.66000000005,62.0725,63.0,3.69625,14.0,984.433738708496
0.1,32.0,0.0,50.0,5.0,0.001,1546.0,42.0,0.0,0.38,0.629,0.739,0.828,64985.58,2430.29,67415.87,88.81964512040554,95.96,70.67,70078.69999999997,64.4385297845374,65.0,3.5956907477820024,14.0,975.9706523418428
1.553888538869196e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.379,0.625,0.737,0.826,64915.74,2406.44,67322.18,88.94549367088621,96.02,76.27,70266.9400000001,64.36075949367088,65.0,3.734177215189873,14.0,974.4793179035188
1.1064423627171878e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.383,0.629,0.739,0.828,64860.78,2428.7,67289.48,89.158712121212,96.29,75.52,70613.69999999991,64.41666666666667,65.0,3.746212121212121,14.0,975.2571878433228
6.877808105790642e-06,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.383,0.629,0.74,0.827,65369.22,2457.82,67827.04,88.88595717884131,96.11,69.84,70575.45,64.39924433249371,65.0,3.648614609571789,14.0,981.352685213089
1.208405052184642e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.379,0.627,0.738,0.827,65295.82,2424.87,67720.69,89.01792191435754,96.62,75.58,70680.2299999999,64.40176322418137,65.0,3.707808564231738,14.0,978.987310886383
1.891601622828019e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.383,0.629,0.74,0.829,65147.0,2434.85,67581.85,89.01366037735849,96.66,70.16,70765.86,64.36477987421384,65.0,3.70062893081761,14.0,978.855416059494
9.419970632254051e-06,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.628,0.739,0.828,65255.85,2428.35,67684.2,89.05862155388465,96.6,45.84,71068.77999999996,64.35964912280701,65.0,3.713032581453634,14.0,982.1355884075164
1.9823352277489392e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.376,0.624,0.737,0.825,64971.6,2407.68,67379.28,89.14767587939699,96.72,75.33,70961.55,64.3391959798995,65.0,3.850502512562814,14.0,977.2099781036376
0.1,32.0,0.0,50.0,5.0,0.001,100.0,3179.0,0.0,0.384,0.628,0.743,0.83,64395.54,2425.4,66820.94,89.06881829733165,96.34,74.85,70097.16,64.38119440914866,65.0,3.7420584498094023,14.0,969.719856262207
0.1,32.0,0.0,50.0,5.0,0.001,100.0,9313.0,0.0,0.382,0.629,0.74,0.827,64806.45,2455.23,67261.68,88.90244613434739,96.39,75.0,70144.03000000009,64.5551330798479,65.0,3.6425855513307983,14.0,973.6717054843904
0.1,32.0,0.0,50.0,5.0,0.001,100.0,2817.0,0.0,0.374,0.626,0.738,0.829,65964.06,2468.1,68432.16,88.66177057356614,96.42,49.3,71106.74000000005,64.39900249376558,65.0,3.561097256857855,14.0,992.5830917358398
0.1,32.0,0.0,50.0,5.0,0.001,100.0,6168.0,0.0,0.384,0.631,0.741,0.83,65696.53,2436.3,68132.83,88.78892634207234,96.61,64.24,71119.92999999995,64.34956304619226,65.0,3.644194756554307,14.0,986.9338822364808
0.1,32.0,0.0,50.0,5.0,0.001,100.0,933.0,0.0,0.379,0.627,0.738,0.826,64000.79,2383.18,66383.97,88.80819587628874,96.15,71.19,68915.16000000006,64.38788659793815,65.0,3.804123711340206,14.0,960.1123526096344
0.1,32.0,0.0,50.0,5.0,0.001,100.0,1396.0,0.0,0.382,0.629,0.74,0.828,65311.34,2449.72,67761.06,88.83254385964912,96.39,62.69,70888.37,64.43107769423558,65.0,3.706766917293233,14.0,982.3128206729888
0.1,32.0,0.0,50.0,5.0,0.001,100.0,5397.0,0.0,0.381,0.629,0.74,0.829,66270.1,2460.71,68730.81,88.77384328358205,96.44,72.47,71374.16999999997,64.55472636815921,65.0,3.63681592039801,14.0,993.947669506073
1.6996717897361862e-05,32.0,0.0,50.0,3.0,0.001,1369.0,6317.0,0.0,0.381,0.63,0.74,0.831,14521.41,592.02,15113.43,86.2815763546798,90.15,81.51,17515.16,56.31527093596059,60.0,5.832512315270936,14.0,231.6113576889038
1.0154128556409771e-05,32.0,0.0,50.0,10.0,0.001,13339.0,3991.0,0.0,0.384,0.629,0.741,0.829,65093.03,2480.87,67573.9,87.41343789209539,93.01,67.98,69668.51000000002,61.49058971141782,63.0,3.657465495608532,14.0,983.247678041458
1.830174223544503e-05,32.0,0.0,50.0,2.0,0.001,5980.0,8567.0,0.0,0.387,0.629,0.736,0.823,7730.95,329.84,8060.79,90.18820512820514,94.96,85.53,10552.020000000002,62.01709401709402,63.0,7.401709401709402,14.0,129.04429650306702
1.9013458099504415e-05,32.0,0.0,50.0,2.0,0.001,1783.0,2239.0,0.0,0.385,0.631,0.74,0.825,7639.55,324.53,7964.08,90.11060344827588,94.55,85.01,10452.83,61.922413793103445,63.0,7.551724137931035,14.0,128.3501467704773
8.627707412299589e-06,32.0,0.0,50.0,9.0,0.001,3305.0,8065.0,0.0,0.373,0.625,0.738,0.826,57693.29,2209.3,59902.59,87.56461103253183,94.64,61.11,61908.18,62.23762376237624,63.0,3.7496463932107496,14.0,873.1160900592804
