experiment_id,timestamp,repository,model,mode,is_parallel,training_duration,hyperparam_learning_rate,hyperparam_batch_size,seed,energy_cpu_total_joules,energy_gpu_total_joules,gpu_power_avg_watts,gpu_power_max_watts,gpu_power_min_watts,gpu_util_avg,gpu_temp_max,gpu_temp_avg,perf_test_accuracy,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_kfold,l2_regularization,perf_top1_accuracy,perf_top5_accuracy,perf_accuracy,perf_precision,perf_recall,perf_eval_loss
Person_reID_baseline_pytorch_hrnet18_013_parallel,2025-12-09T22:27:20.017461,Person_reID_baseline_pytorch,hrnet18,parallel,1,56,0.05,,1334,234645.04,1286179.1599999955,226.91940014114246,295.26,197.15,98.65790402258293,85.0,80.62808750882145,,0.15428807616291265,98.10999999999999,4.3719124911785485,0.5,0.732314,0.896972,0.963183,,,,,,,,
examples_mnist_045_parallel,2025-12-10T12:43:51.760215,examples,mnist,parallel,1,10,0.01,84.0,1,7745.1,48098.749999999985,259.99324324324317,279.75,238.82,79.16216216216216,85.0,82.94594594594595,99.0,0.13869208516246645,40.93000000000001,2.054054054054049,,,,,,,,,,,,
examples_siamese_058_parallel,2025-12-10T14:09:39.769715,examples,siamese,parallel,1,10,0.01,49.0,1,17259.11,99167.15000000007,239.53417874396152,282.81,223.15,98.05797101449275,84.0,82.54589371980677,100.0,0.1482406975883275,59.66,1.4541062801932298,,,,,,,,,,,,
examples_mnist_044_parallel,2025-12-10T12:39:08.477637,examples,mnist,parallel,1,10,0.01,23.0,1,9367.62,55524.32999999999,260.6776056338028,279.1,232.37,86.20657276995306,84.0,82.87323943661971,99.0,0.1443571968479912,46.73000000000002,1.1267605633802873,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_002_parallel,2025-12-08T21:12:17.639887,Person_reID_baseline_pytorch,pcb,parallel,1,38,0.05,,1334,211731.53,1091358.730000003,214.70759984261323,315.55,147.64,99.50265591186307,84.0,77.39523903206768,,0.16248416283918776,167.91000000000003,6.604760967932322,0.5,0.781447,0.930819,0.97209,,,,,,,,
Person_reID_baseline_pytorch_pcb_007_parallel,2025-12-09T09:08:44.329259,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,6927,349349.49,1859335.8499999996,221.66617191225555,315.27,124.94,99.65081068192656,84.0,78.27503576537912,,0.15817078316823527,190.32999999999998,5.724964234620884,0.5,0.779508,0.92696,0.971496,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_017_parallel,2025-12-10T06:17:15.425371,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,9465,270234.29,1446229.0699999968,221.47458958652325,290.3,187.61,98.79678407350688,86.0,80.8906584992343,,0.15743667840366862,102.69,5.109341500765694,0.5,0.729855,0.89133,0.959917,,,,,,,,
Person_reID_baseline_pytorch_pcb_006_parallel,2025-12-09T06:43:40.977726,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.050644125668632016,,1334,325765.31,1724439.4800000018,221.13868684278043,316.35,135.1,99.59502436522185,84.0,77.7409592203129,,0.1588940341906038,181.25000000000003,6.259040779687098,0.5,0.778183,0.925475,0.972684,,,,,,,,
Person_reID_baseline_pytorch_pcb_005_parallel,2025-12-09T04:28:43.668867,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.03145720457051115,,1334,326207.16,1720304.8300000052,220.7216871952791,316.84,142.49,99.63933795227098,84.0,77.59327687965101,,0.15939665225220556,174.34999999999997,6.406723120348985,0.5,0.783321,0.931413,0.975356,,,,,,,,
Person_reID_baseline_pytorch_pcb_004_parallel,2025-12-09T02:13:50.385268,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.03476106295729546,,1334,327835.48,1708000.6399999964,218.21906733103313,314.68,130.03,99.65159064775776,84.0,77.55857927686215,,0.16103235264339477,184.65,6.441420723137853,0.5,0.783921,0.932898,0.973278,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_018_parallel,2025-12-10T08:10:25.408993,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,4351,268851.03,1468668.6300000031,225.11781575720465,295.21,163.12,98.58660331085224,85.0,80.74432863274065,,0.15473265493870703,132.08999999999997,4.255671367259353,0.5,0.731198,0.897565,0.964074,,,,,,,,
MRT-OAST_default_066,2025-12-10T16:36:01.137767,MRT-OAST,default,default,0,15,0.00010989014094152284,,8290,63671.38,422280.3099999993,218.34555842812787,316.36,81.64,93.32419855222336,85.0,79.60186142709411,,0.13102409418516497,234.72000000000003,5.398138572905893,0.1874495575720138,,,,,0.000543669049165587,,,4717.0,0.988218,0.832851,
examples_mnist_rnn_048_parallel,2025-12-10T13:04:02.995428,examples,mnist_rnn,parallel,1,10,0.01,75.0,1,11643.44,62686.849999999955,248.75734126984108,270.51,221.84,64.78174603174604,84.0,82.7063492063492,94.0,0.1566446195756805,48.66999999999999,1.293650793650798,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_012_parallel,2025-12-09T20:48:49.459429,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,1334,329055.4,1696410.6700000088,216.46174173791104,315.28,140.16,99.65318361617966,85.0,77.46076304708434,,0.16245910256102122,175.11999999999998,7.539236952915658,0.4214212994379233,0.779948,0.929335,0.974466,,,,,,,,
Person_reID_baseline_pytorch_pcb_001_parallel,2025-12-08T19:43:46.941332,Person_reID_baseline_pytorch,pcb,parallel,1,52,0.05,,1334,285342.76,1524372.999999998,223.1878477306,316.1,153.86,99.61405563689604,84.0,77.8761346998536,,0.1576726944125194,162.24,6.123865300146406,0.5,0.780261,0.929632,0.974466,,,,,,,,
examples_siamese_054_parallel,2025-12-10T13:35:47.929265,examples,siamese,parallel,1,10,0.01,115.0,1,8079.02,49718.55,257.60906735751297,286.8,223.28,97.81865284974093,85.0,83.29015544041451,99.0,0.13978130914500383,63.52000000000001,1.7098445595854912,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_011_parallel,2025-12-09T18:33:11.750267,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,1334,331364.7,1675246.7800000033,211.84203085483097,315.02,132.12,99.61519979767324,84.0,77.49203338391503,,0.1651364518257413,182.89999999999998,6.507966616084971,0.5658201898936376,0.777544,0.931116,0.974762,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_020_parallel,2025-12-10T11:41:25.897999,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,1334,251604.5,1348411.1899999997,221.63234549638392,281.7,186.78,98.77432610124917,85.0,80.6482577251808,,0.15725127045472914,94.91999999999999,4.351742274819202,0.5549998038248569,0.72453,0.893112,0.956057,,,,,,,,
MRT-OAST_default_069,2025-12-10T17:34:13.400761,MRT-OAST,default,default,0,5,5.767245452876503e-05,,8700,21568.31,145950.39000000004,224.8850385208013,317.01,81.35,91.9753466872111,85.0,80.42372881355932,,0.1287516557852944,235.66,4.576271186440678,0.1957723884108081,,,,,2.6868475755171116e-05,,,4115.0,0.912655,0.549028,
MRT-OAST_default_004,2025-12-13T00:56:10.836826,MRT-OAST,default,default,0,9,0.00012770995779822067,,5923,37437.07,284024.16999999987,249.8013808267369,317.0,71.47,92.53737906772207,84.0,79.12225153913808,,0.116459048064395,245.53,4.877748460861923,0.2654805874380295,,,,,1.491054560061533e-05,,,4580.0,0.979006,0.73314,
bug-localization-by-dnn-and-rvsm_default_019,2025-12-14T10:04:55.525510,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,42,57381.4,24610.679999999997,69.91670454545454,77.69,45.38,0.28125,46.0,45.01704545454545,,0.6998407651080446,32.309999999999995,0.9829545454545467,,,,,10.0,8.568393852727651e-06,0.381,0.628,,,,
VulBERTa_mlp_013_parallel,2025-12-14T07:45:55.499546,VulBERTa,mlp,parallel,1,10,3.2798601837639464e-05,,42,144300.86,869381.6899999988,237.08254431415293,318.76,89.01,91.46632124352331,84.0,79.37414780474502,,0.1423531065026227,229.75,4.6258521952549785,,,,,,0.0,,,,,,0.6751898527145386
bug-localization-by-dnn-and-rvsm_default_017,2025-12-14T09:35:39.066123,bug-localization-by-dnn-and-rvsm,default,default,0,1131,,,42,57210.94,24909.759999999987,69.77523809523807,77.83,41.55,0.24929971988795518,46.0,45.47899159663866,,0.696668927566375,36.28,0.5210084033613427,,,,,10.0,1e-05,0.382,0.628,,,,
VulBERTa_mlp_004,2025-12-13T23:49:33.150977,VulBERTa,mlp,default,0,6,3e-05,,42,60701.62,446247.3200000009,237.99857066666715,319.29,4.73,87.2528,83.0,78.22986666666667,,0.11973912007785222,314.56,4.770133333333334,,,,,,0.0,,,,,,0.7022290825843811
MRT-OAST_default_026,2025-12-14T12:04:38.576574,MRT-OAST,default,default,0,10,0.00011343182274589242,,1334,41508.04,313846.62999999995,248.88709754163358,316.75,72.91,92.03806502775575,83.0,78.56225218080888,,0.11680735756195355,243.84,4.437747819191117,0.2,,,,,0.0,,,0.913,0.9839,0.8339,
VulBERTa_mlp_012_parallel,2025-12-14T06:41:39.489342,VulBERTa,mlp,parallel,1,10,3e-05,,42,144267.97,877323.2300000011,239.44411299126668,319.12,87.65,91.41075327510917,84.0,79.4650655021834,,0.1412188848141995,231.47,4.534934497816593,,,,,,0.0,,,,,,0.683940052986145
bug-localization-by-dnn-and-rvsm_default_022,2025-12-14T10:48:08.305789,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,2409,57545.7,25179.440000000024,70.13771587743739,78.28,41.94,0.25348189415041783,46.0,46.0,,0.6956252960103783,36.34,0.0,,,,,10.0,1e-05,0.383,0.631,,,,
VulBERTa_mlp_001,2025-12-13T21:28:09.540399,VulBERTa,mlp,default,0,10,3e-05,,42,98529.22,749138.7599999979,245.37791025221026,319.4,4.13,88.86275794300688,83.0,77.40550278414675,,0.11623562801086369,315.27,5.594497215853252,,,,,,0.0,,,,,,0.683940052986145
bug-localization-by-dnn-and-rvsm_default_016,2025-12-14T09:20:26.360751,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,42,57200.49,25277.08999999999,70.80417366946776,79.62,39.96,0.2801120448179272,49.0,47.450980392156865,,0.6935277441457425,39.660000000000004,1.5490196078431353,,,,,10.0,1e-05,0.381,0.627,,,,
bug-localization-by-dnn-and-rvsm_default_024_parallel,2025-12-14T11:23:53.523276,bug-localization-by-dnn-and-rvsm,default,parallel,1,10000,,,42,67224.38,69545.92999999995,87.25963613550809,94.26,68.16,3.687578419071518,63.0,61.82810539523212,,0.49151296067106987,26.10000000000001,1.1718946047678784,,,,,10.0,6.0286987793342725e-06,0.378,0.626,,,,
bug-localization-by-dnn-and-rvsm_default_015,2025-12-14T09:05:15.151891,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,42,57845.22,26160.420000000002,74.10883852691218,84.36,56.92,0.32577903682719545,62.0,54.93767705382436,,0.6885873377073254,27.439999999999998,7.062322946175641,,,,,10.0,1e-05,0.383,0.627,,,,
bug-localization-by-dnn-and-rvsm_default_020,2025-12-14T10:18:57.412247,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,42,56620.83,24629.72999999998,69.97082386363631,77.77,47.99,0.26988636363636365,46.0,45.60511363636363,,0.6968669508247083,29.779999999999994,0.39488636363636687,,,,,10.0,1.094608380499952e-05,0.38,0.629,,,,
MRT-OAST_default_027,2025-12-14T12:26:27.011723,MRT-OAST,default,default,0,10,6.952804551582374e-05,,1334,41713.02,298331.98,235.83555731225294,316.27,80.61,92.85138339920948,84.0,79.50513833992095,,0.12266911732270729,235.65999999999997,4.494861660079053,0.2,,,,,0.0,,,0.8646,0.9781,0.7368,
bug-localization-by-dnn-and-rvsm_default_025_parallel,2025-12-14T11:41:50.998932,bug-localization-by-dnn-and-rvsm,default,parallel,1,10000,,,42,67385.78,69946.66000000005,87.43332500000005,94.31,70.93,3.69625,63.0,62.0725,,0.49067634711798586,23.379999999999995,0.927500000000002,,,,,10.0,5.260302177363044e-06,0.377,0.625,,,,
VulBERTa_mlp_007,2025-12-14T02:02:48.323090,VulBERTa,mlp,default,0,10,2.4112295890639968e-05,,42,99531.57,730115.5399999999,237.51318802862718,319.24,5.38,88.22576447625244,83.0,78.16688353936239,,0.11996856109099208,313.86,4.833116460637612,,,,,,0.0,,,,,,0.8007036447525024
MRT-OAST_default_029,2025-12-14T13:11:12.008186,MRT-OAST,default,default,0,10,0.0001,,1334,41854.96,294951.3499999999,232.06243115656957,315.37,81.96,92.82612116443745,84.0,79.31077891424076,,0.12427011833596588,233.41000000000003,4.689221085759243,0.235536169857324,,,,,0.0,,,0.8826,0.9801,0.7731,
VulBERTa_mlp_014_parallel,2025-12-14T08:49:52.105783,VulBERTa,mlp,parallel,1,10,1.68461328053243e-05,,42,143519.83,866141.9000000001,237.4943515217988,318.23,88.67,91.32026323005209,84.0,79.46970112421168,,0.14214644938557786,229.56,4.5302988757883185,,,,,,0.0,,,,,,0.7746571898460388
VulBERTa_mlp_011,2025-12-14T05:37:26.078154,VulBERTa,mlp,default,0,10,3e-05,,7716,100124.39,725246.7299999992,233.423472803347,319.07,5.72,88.08593498551657,83.0,78.1493401995494,,0.12130832733764672,313.34999999999997,4.8506598004506,,,,,,0.0,,,,,,0.6927236914634705
VulBERTa_mlp_010,2025-12-14T04:44:12.203128,VulBERTa,mlp,default,0,10,3e-05,,8322,100092.6,734462.8399999988,237.30624878836795,319.11,4.96,88.26009693053312,83.0,78.35638126009692,,0.11993523162463617,314.15000000000003,4.643618739903076,,,,,,0.0,,,,,,0.6927468776702881
VulBERTa_mlp_003,2025-12-13T23:16:23.606582,VulBERTa,mlp,default,0,10,3e-05,,42,99402.63,726064.1500000001,234.6684389140272,319.18,4.76,88.31480284421461,83.0,78.02714932126698,,0.12041990351204683,314.42,4.972850678733025,,,,,,0.0,,,,,,0.683940052986145
MRT-OAST_default_028,2025-12-14T12:49:18.456359,MRT-OAST,default,default,0,10,0.0001,,1334,41789.63,299037.0400000003,235.83362776025263,315.42,76.52,92.88249211356467,84.0,79.11750788643533,,0.12261255845970022,238.90000000000003,4.882492113564666,0.28827983392993034,,,,,0.0,,,0.8686,0.9778,0.7455,
VulBERTa_mlp_008,2025-12-14T02:56:59.282994,VulBERTa,mlp,default,0,10,3e-05,,42,100206.21,744714.3800000016,239.92086984536135,319.38,5.02,88.74677835051547,83.0,78.17268041237114,,0.11859837620953209,314.36,4.827319587628864,,,,,,0.0003133281480659498,,,,,,0.683940052986145
VulBERTa_mlp_006,2025-12-14T01:10:07.965678,VulBERTa,mlp,default,0,10,1.5528541575960186e-05,,42,99283.1,731969.5199999998,238.11630448926473,318.76,5.09,88.29440468445023,84.0,78.14541314248537,,0.11943793933545742,313.67,5.854586857514633,,,,,,0.0,,,,,,0.779583215713501
MRT-OAST_default_030_parallel,2025-12-14T13:38:50.509943,MRT-OAST,default,parallel,1,10,8.534711861238235e-05,,1334,60659.01,364647.02000000054,239.11280000000036,315.76,89.74,94.42032786885245,84.0,80.47016393442622,,0.14262438272977207,226.01999999999998,3.5298360655737753,0.2,,,,,0.0,,,0.883,0.9826,0.7719,
VulBERTa_mlp_005,2025-12-14T00:16:28.616054,VulBERTa,mlp,default,0,5,3e-05,,42,50925.1,371740.34000000014,236.92819630337803,318.69,5.51,86.94263862332696,83.0,78.61376673040154,,0.12048560204023301,313.18,4.386233269598463,,,,,,0.0,,,,,,0.7477817535400391
bug-localization-by-dnn-and-rvsm_default_021,2025-12-14T10:33:52.115173,bug-localization-by-dnn-and-rvsm,default,default,0,10000,,,4436,56046.46,25121.460000000006,70.36823529411767,78.68,41.44,0.2661064425770308,46.0,45.969187675070025,,0.6905001384783543,37.24000000000001,0.030812324929975432,,,,,10.0,1e-05,0.371,0.622,,,,
bug-localization-by-dnn-and-rvsm_default_023_parallel,2025-12-14T11:05:58.588897,bug-localization-by-dnn-and-rvsm,default,parallel,1,10000,,,42,66875.75,68164.53999999998,86.06633838383836,92.01,62.25,3.76010101010101,62.0,59.11742424242424,,0.4952281278424388,29.760000000000005,2.882575757575758,,,,,10.0,1e-05,0.383,0.628,,,,
VulBERTa_mlp_009,2025-12-14T03:50:10.408873,VulBERTa,mlp,default,0,10,3e-05,,42,100041.35,735489.629999999,236.94897873711307,319.24,5.39,88.7493556701031,83.0,78.18009020618557,,0.11973386073607963,313.85,4.819909793814432,,,,,,7.998672260580617e-05,,,,,,0.683940052986145
bug-localization-by-dnn-and-rvsm_default_018,2025-12-14T09:49:41.938863,bug-localization-by-dnn-and-rvsm,default,default,0,1235,,,42,56585.88,24554.139999999985,69.55847025495747,78.0,41.1,0.2096317280453258,46.0,45.01416430594901,,0.6973855811226076,36.9,0.9858356940509907,,,,,10.0,1e-05,0.384,0.63,,,,
MRT-OAST_default_033_parallel,2025-12-14T15:01:58.142669,MRT-OAST,default,parallel,1,10,0.0001,,1334,60641.59,361621.8900000002,236.66354057591636,317.67,89.58,94.52421465968587,84.0,80.22774869109948,,0.14361078537978222,228.09000000000003,3.772251308900522,0.09586966030361631,,,,,0.0,,,0.9404,0.9939,0.8822,
VulBERTa_mlp_002,2025-12-13T22:22:21.582872,VulBERTa,mlp,default,0,10,3e-05,,42,99774.78,722449.7999999999,232.74800257731957,319.46,4.82,88.13595360824742,83.0,77.97164948453609,,0.12134735743365882,314.64,5.028350515463913,,,,,,0.0,,,,,,0.683940052986145
MRT-OAST_default_031_parallel,2025-12-14T14:06:34.663941,MRT-OAST,default,parallel,1,10,5.3780349236405464e-05,,1334,60985.34,360118.20000000007,235.21763553233185,317.58,89.43,94.45591116917048,84.0,80.0365774003919,,0.1448226723527425,228.14999999999998,3.9634225996080943,0.2,,,,,0.0,,,0.8422,0.9744,0.6921,
MRT-OAST_default_032_parallel,2025-12-14T14:34:16.631664,MRT-OAST,default,parallel,1,10,0.0001,,1334,60988.84,360966.07000000007,236.23433900523565,317.98,90.08,94.49280104712042,84.0,80.40641361256544,,0.14453876126242965,227.90000000000003,3.5935863874345557,0.26825635109631923,,,,,0.0,,,0.8776,0.9788,0.7636,
MRT-OAST_default_022_parallel,2025-12-15T10:05:36.796330,MRT-OAST,default,parallel,1,14,0.0001,,1334,84670.01,505784.3899999994,237.12348335677422,314.21,89.79,94.755743084857,84.0,80.2906704172527,,0.14339805072161388,224.41999999999996,3.7093295827473014,0.2,,,,,0.0,,,0.9386,0.993,0.8793,
VulBERTa_mlp_002_parallel,2025-12-14T18:41:02.956525,VulBERTa,mlp,parallel,1,8,3e-05,,42,116617.47,672352.9800000008,226.83973684210554,318.22,89.3,91.21457489878543,84.0,78.85560053981106,,0.14780968032452912,228.92000000000002,5.144399460188936,,,,,,0.0,,,,,,0.6752550005912781
VulBERTa_mlp_010_parallel,2025-12-15T04:36:28.075220,VulBERTa,mlp,parallel,1,10,3e-05,,6680,143512.14,880851.7300000008,241.39537681556612,319.11,88.52,91.38366675801589,84.0,79.49054535489175,,0.14009879126252267,230.59000000000003,4.509454645108249,,,,,,0.0,,,,,,0.6857345104217529
MRT-OAST_default_021_parallel,2025-12-15T09:27:34.188368,MRT-OAST,default,parallel,1,7,0.0001,,1334,41966.38,274561.12999999995,260.0010700757575,311.43,85.58,93.63731060606061,84.0,80.00189393939394,,0.13258367337486718,225.85000000000002,3.9981060606060623,0.2,,,,,0.0,,,0.8684,0.9793,0.7438,
examples_mnist_037_parallel,2025-12-15T15:16:30.147740,examples,mnist,parallel,1,13,0.01,32.0,1,7145.62,17229.34,94.14939890710383,98.82,76.89,12.754098360655737,64.0,63.0655737704918,99.0,0.29315412209907216,21.929999999999993,0.9344262295081975,,,,,,,,,,,,
examples_mnist_052_parallel,2025-12-15T16:29:12.060394,examples,mnist,parallel,1,10,0.01,32.0,1153,7609.18,18218.69,93.91077319587629,99.07,76.26,12.706185567010309,64.0,61.649484536082475,99.0,0.2946112087446623,22.809999999999988,2.3505154639175245,,,,,,,,,,,,
examples_mnist_ff_059_parallel,2025-12-15T16:41:39.640236,examples,mnist_ff,parallel,1,10,0.019757275053568574,32.0,1,683.69,3299.97,183.33166666666665,319.04,84.68,46.27777777777778,71.0,62.55555555555556,91.01999998092651,0.17162358233383374,234.36,8.444444444444443,,,,,,,,,,,,
examples_mnist_050_parallel,2025-12-15T16:19:24.028992,examples,mnist,parallel,1,10,0.01,32.0,1032,7599.76,18280.719999999998,93.74728205128204,98.79,73.8,12.702564102564102,64.0,61.687179487179485,99.0,0.29364834037081233,24.99000000000001,2.3128205128205153,,,,,,,,,,,,
VulBERTa_mlp_012_parallel,2025-12-15T06:44:34.129122,VulBERTa,mlp,parallel,1,10,3e-05,,3683,143915.34,874419.0599999989,238.84705271783636,319.06,89.31,91.31685331876537,84.0,79.18929254302103,,0.14132424476674868,229.75,4.8107074569789745,,,,,,0.0,,,,,,0.7020828127861023
examples_mnist_039_parallel,2025-12-15T15:26:19.932803,examples,mnist,parallel,1,10,0.011164456536389212,32.0,1,7645.73,18528.48999999999,94.53311224489791,99.27,74.29,12.908163265306122,64.0,62.65816326530612,97.0,0.2921091822411519,24.97999999999999,1.341836734693878,,,,,,,,,,,,
examples_mnist_ff_069_parallel,2025-12-15T16:59:33.434096,examples,mnist_ff,parallel,1,10,0.01,32.0,2251,671.52,3270.18,181.67666666666665,318.44,84.72,46.44444444444444,70.0,62.27777777777778,91.839998960495,0.17036304132734606,233.72,7.722222222222221,,,,,,,,,,,,
MRT-OAST_default_029_parallel,2025-12-15T13:32:28.547333,MRT-OAST,default,parallel,1,10,0.0001,,1334,61112.75,361231.62999999995,236.09910457516335,316.54,89.09,94.31503267973856,84.0,80.39281045751633,,0.14469885925793546,227.45000000000002,3.607189542483667,0.2,,,,,1.6182744600190945e-05,,,0.9008,0.982,0.8099,
examples_mnist_ff_072_parallel,2025-12-15T17:05:08.805400,examples,mnist_ff,parallel,1,10,0.01,32.0,2980,677.87,3275.45,181.96944444444443,318.66,84.55,46.27777777777778,71.0,63.166666666666664,91.61999821662903,0.17146853783655258,234.11,7.833333333333336,,,,,,,,,,,,
MRT-OAST_default_025_parallel,2025-12-15T11:41:32.949713,MRT-OAST,default,parallel,1,10,0.0001,,1238,60875.5,358009.3599999997,234.14608240680164,315.02,89.19,94.69130150425114,84.0,80.16350555918902,,0.14532752508648808,225.82999999999998,3.8364944408109807,0.2,,,,,0.0,,,0.9162,0.9883,0.8368,
examples_mnist_035_parallel,2025-12-15T15:08:44.342487,examples,mnist,parallel,1,14,0.01,32.0,1,7614.21,18617.790000000008,95.47584615384619,100.02,77.94,13.076923076923077,66.0,64.64102564102564,99.0,0.2902641811527904,22.08,1.3589743589743648,,,,,,,,,,,,
MRT-OAST_default_026_parallel,2025-12-15T12:09:19.595635,MRT-OAST,default,parallel,1,10,0.0001,,6283,60995.15,356205.52000000014,232.66199869366437,317.12,89.86,94.5244937949053,85.0,79.83540169823645,,0.1462009876446267,227.26,5.164598301763547,0.2,,,,,0.0,,,0.888,0.9824,0.7826,
examples_mnist_043_parallel,2025-12-15T15:45:55.831634,examples,mnist,parallel,1,10,0.01,39.0,1,7396.73,17837.279999999995,93.38890052356018,98.6,73.33,11.712041884816754,64.0,61.72774869109948,99.0,0.2931254287368516,25.269999999999996,2.272251308900522,,,,,,,,,,,,
examples_mnist_ff_061_parallel,2025-12-15T16:45:23.188962,examples,mnist_ff,parallel,1,10,0.008293645662061125,32.0,1,678.68,3298.65,183.25833333333333,318.57,84.97,47.05555555555556,71.0,63.388888888888886,86.72999739646912,0.170637085683109,233.6,7.611111111111114,,,,,,,,,,,,
examples_mnist_ff_055_parallel,2025-12-15T16:34:26.266739,examples,mnist_ff,parallel,1,8,0.01,32.0,1,409.58,1078.0900000000001,98.00818181818182,120.36,86.28,16.09090909090909,60.0,58.27272727272727,11.34999990463257,0.27531643442430104,34.08,1.7272727272727266,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_016_parallel,2025-12-15T07:56:29.357353,bug-localization-by-dnn-and-rvsm,default,parallel,1,2994,,,42,67663.88,69306.67999999998,86.74177722152689,93.46,47.42,3.65081351689612,62.0,61.15894868585732,,0.4940030908831796,46.03999999999999,0.8410513141426819,,,,,10.0,1e-05,0.381,0.628,,,,
examples_mnist_047_parallel,2025-12-15T16:04:39.093165,examples,mnist,parallel,1,10,0.01,77.0,1,6832.6,16765.14,93.13966666666667,98.26,75.68,10.266666666666667,64.0,61.31111111111111,99.0,0.28954467673599255,22.58,2.68888888888889,,,,,,,,,,,,
VulBERTa_mlp_006_parallel,2025-12-15T00:19:43.708265,VulBERTa,mlp,parallel,1,10,3e-05,,42,145232.1,876701.2799999976,237.65282732447753,318.98,89.03,91.74844131200868,84.0,79.11873136351315,,0.14211503689213123,229.95000000000002,4.881268636486851,,,,,,4.906997711375702e-05,,,,,,0.683940052986145
examples_mnist_042_parallel,2025-12-15T15:41:04.974514,examples,mnist,parallel,1,10,0.006728887704237951,32.0,1,7609.49,18359.549999999985,94.15153846153838,98.81,73.7,12.820512820512821,64.0,61.93846153846154,95.0,0.293021613428914,25.11,2.0615384615384613,,,,,,,,,,,,
examples_mnist_ff_056_parallel,2025-12-15T16:36:11.093584,examples,mnist_ff,parallel,1,7,0.01,32.0,1,404.0,1036.49,94.22636363636364,106.58,85.35,13.545454545454545,58.0,57.36363636363637,11.34999990463257,0.28046012120875535,21.230000000000004,0.6363636363636331,,,,,,,,,,,,
VulBERTa_mlp_003_parallel,2025-12-14T20:16:29.658399,VulBERTa,mlp,parallel,1,15,3e-05,,42,215468.54,1265521.1300000018,230.55586263435995,318.81,89.62,91.79431590453635,84.0,79.42831116779013,,0.1454895630703486,229.19,4.5716888322098725,,,,,,0.0,,,,,,0.692736029624939
bug-localization-by-dnn-and-rvsm_default_018_parallel,2025-12-15T08:32:18.870694,bug-localization-by-dnn-and-rvsm,default,parallel,1,10000,,,7329,67367.9,69207.79000000007,86.94445979899506,94.46,67.28,3.6608040201005023,62.0,61.11306532663317,,0.49326421122236297,27.179999999999993,0.8869346733668309,,,,,10.0,1e-05,0.379,0.625,,,,
examples_mnist_ff_066_parallel,2025-12-15T16:54:06.753854,examples,mnist_ff,parallel,1,10,0.01,124.0,1,335.87,963.04,107.00444444444445,137.73,84.81,22.77777777777778,58.0,56.888888888888886,10.67999973893166,0.25857834645972394,52.91999999999999,1.1111111111111143,,,,,,,,,,,,
examples_mnist_ff_054_parallel,2025-12-15T16:32:41.439432,examples,mnist_ff,parallel,1,5,0.01,32.0,1,404.42,1040.3000000000002,94.57272727272729,105.13,86.75,13.0,59.0,58.81818181818182,11.24999970197678,0.27992967495431637,18.379999999999995,0.18181818181817988,,,,,,,,,,,,
VulBERTa_mlp_009_parallel,2025-12-15T03:32:29.912392,VulBERTa,mlp,parallel,1,10,3e-05,,679,143132.48,880516.7100000012,241.9666694146747,319.13,88.96,91.43638362187414,84.0,79.4712833195933,,0.13982571509678998,230.17000000000002,4.528716680406703,,,,,,0.0,,,,,,0.6973092555999756
VulBERTa_mlp_005_parallel,2025-12-14T23:15:04.206667,VulBERTa,mlp,parallel,1,10,3e-05,,42,145789.15,850809.9499999982,229.88650364766232,318.79,89.27,91.89732504728451,84.0,78.95379627127804,,0.1462866562893748,229.52000000000004,5.046203728721963,,,,,,0.0003360288826201899,,,,,,0.683940052986145
examples_mnist_051_parallel,2025-12-15T16:24:17.871879,examples,mnist,parallel,1,10,0.01,32.0,5976,7591.41,18169.17,93.65551546391751,98.61,73.07,13.06701030927835,64.0,61.68556701030928,99.0,0.2946909580451993,25.540000000000006,2.3144329896907223,,,,,,,,,,,,
